Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
4.527379072803020676e+01,1.170678924916254431e+02,7.737113458193719850e+01,7.848753366330011261e+01,2.833911595775304013e+05,2.950032136888340872e-01,8.508573195107599742e-04,6.109185312721706598e-05
4.533615132131950531e+01,1.170600726909862317e+02,7.737115785727037576e+01,7.848705911123245471e+01,2.833709140440326300e+05,2.950032195964270576e-01,8.508514119178153031e-04,6.109185312721706598e-05
4.539851191460880386e+01,1.170522549646133683e+02,7.737118112223220123e+01,7.848658513651059820e+01,2.833506737725971034e+05,2.950032255036983964e-01,8.508455046464881476e-04,6.109185312721706598e-05
4.546087250789810241e+01,1.170444393111273342e+02,7.737120437683208252e+01,7.848611173788108886e+01,2.833304387597541790e+05,2.950032314106484366e-01,8.508395976964600775e-04,6.109185312721706598e-05
4.552323310118740096e+01,1.170366257285156451e+02,7.737122762108371887e+01,7.848563891311572149e+01,2.833102090004400234e+05,2.950032373172776223e-01,8.508336910672662954e-04,6.109185312721706598e-05
4.558559369447669951e+01,1.170288142147428090e+02,7.737125085500099431e+01,7.848516666142027987e+01,2.832899844895319548e+05,2.950032432235864532e-01,8.508277847584348481e-04,6.109185312721706598e-05
4.564795428776599806e+01,1.170210047684017525e+02,7.737127407859351536e+01,7.848469498067088068e+01,2.832697652234908310e+05,2.950032491295752624e-01,8.508218787696386317e-04,6.109185312721706598e-05
4.571031488105528950e+01,1.170131973872919389e+02,7.737129729187624605e+01,7.848422386984103127e+01,2.832495511967780185e+05,2.950032550352445493e-01,8.508159731003683965e-04,6.109185312721706598e-05
4.577267547434458805e+01,1.170053920700781873e+02,7.737132049485829555e+01,7.848375332638481439e+01,2.832293424060354009e+05,2.950032609405945916e-01,8.508100677503139522e-04,6.109185312721706598e-05
4.583503606763388660e+01,1.169975888150615759e+02,7.737134368755123148e+01,7.848328334924919147e+01,2.832091388469878584e+05,2.950032668456258333e-01,8.508041627190804325e-04,6.109185312721706598e-05
4.589739666092318515e+01,1.169897876202702207e+02,7.737136686996849733e+01,7.848281393692951724e+01,2.831889405146721983e+05,2.950032727503387187e-01,8.507982580062093281e-04,6.109185312721706598e-05
4.595975725421248370e+01,1.169819884839556039e+02,7.737139004212201598e+01,7.848234508792218378e+01,2.831687474046878633e+05,2.950032786547336361e-01,8.507923536112936298e-04,6.109185312721706598e-05
4.602211784750178225e+01,1.169741914041388497e+02,7.737141320402524514e+01,7.848187680015949752e+01,2.831485595120532671e+05,2.950032845588110852e-01,8.507864495338715756e-04,6.109185312721706598e-05
4.608447844079108080e+01,1.169663963790601002e+02,7.737143635569020717e+01,7.848140907290567725e+01,2.831283768323388649e+05,2.950032904625713992e-01,8.507805457735334457e-04,6.109185312721706598e-05
4.614683903408037935e+01,1.169586034072047624e+02,7.737145949712716231e+01,7.848094190421367955e+01,2.831081993617332773e+05,2.950032963660150220e-01,8.507746423299258984e-04,6.109185312721706598e-05
4.620919962736967790e+01,1.169508124869560817e+02,7.737148262834718082e+01,7.848047529230511543e+01,2.830880270961679053e+05,2.950033022691422868e-01,8.507687392026708727e-04,6.109185312721706598e-05
4.627156022065896934e+01,1.169430236167825541e+02,7.737150574936066505e+01,7.848000923560219633e+01,2.830678600317881792e+05,2.950033081719535266e-01,8.507628363914110153e-04,6.109185312721706598e-05
4.633392081394826789e+01,1.169352367942980493e+02,7.737152886018388642e+01,7.847954373302533781e+01,2.830476981625845074e+05,2.950033140744493521e-01,8.507569338955877454e-04,6.109185312721706598e-05
4.639628140723756644e+01,1.169274520178185242e+02,7.737155196082831310e+01,7.847907878288800987e+01,2.830275414843172184e+05,2.950033199766301517e-01,8.507510317148041365e-04,6.109185312721706598e-05
4.645864200052686499e+01,1.169196692859913185e+02,7.737157505130313950e+01,7.847861438318473404e+01,2.830073899935825029e+05,2.950033258784962031e-01,8.507451298487451194e-04,6.109185312721706598e-05
4.652100259381616354e+01,1.169118885974859268e+02,7.737159813161741795e+01,7.847815053304682920e+01,2.829872436870327801e+05,2.950033317800478394e-01,8.507392282971003956e-04,6.109185312721706598e-05
4.658336318710546209e+01,1.169041099495290581e+02,7.737162120179003466e+01,7.847768723079161646e+01,2.829671025576805696e+05,2.950033376812857266e-01,8.507333270592155406e-04,6.109185312721706598e-05
4.664572378039476064e+01,1.168963333415855033e+02,7.737164426182465604e+01,7.847722447477875107e+01,2.829469666041832534e+05,2.950033435822099759e-01,8.507274261349667384e-04,6.109185312721706598e-05
4.670808437368405919e+01,1.168885587706665348e+02,7.737166731174163203e+01,7.847676226366864682e+01,2.829268358190093422e+05,2.950033494828213088e-01,8.507215255236482820e-04,6.109185312721706598e-05
4.677044496697335774e+01,1.168807862360552150e+02,7.737169035154582275e+01,7.847630059544771086e+01,2.829067102003582404e+05,2.950033553831198363e-01,8.507156252250932041e-04,6.109185312721706598e-05
4.683280556026265629e+01,1.168730157361048896e+02,7.737171338124845477e+01,7.847583946909824704e+01,2.828865897440832341e+05,2.950033612831060026e-01,8.507097252389146614e-04,6.109185312721706598e-05
4.689516615355194773e+01,1.168652472681481242e+02,7.737173640086768955e+01,7.847537888277977913e+01,2.828664744434623281e+05,2.950033671827804183e-01,8.507038255644806726e-04,6.109185312721706598e-05
4.695752674684124628e+01,1.168574808316307667e+02,7.737175941040727878e+01,7.847491883572642735e+01,2.828463642971053487e+05,2.950033730821432498e-01,8.506979262016613500e-04,6.109185312721706598e-05
4.701988734013054483e+01,1.168497164246411870e+02,7.737178240988025379e+01,7.847445932543745073e+01,2.828262593001963105e+05,2.950033789811948859e-01,8.506920271500052321e-04,6.109185312721706598e-05
4.708224793341984338e+01,1.168419540449847034e+02,7.737180539930153600e+01,7.847400035184482192e+01,2.828061594472053694e+05,2.950033848799358815e-01,8.506861284089930943e-04,6.109185312721706598e-05
4.714460852670914193e+01,1.168341936912289896e+02,7.737182837868091667e+01,7.847354191208739849e+01,2.827860647345257457e+05,2.950033907783665699e-01,8.506802299782849309e-04,6.109185312721706598e-05
4.720696911999844048e+01,1.168264353622168130e+02,7.737185134802622599e+01,7.847308400520795146e+01,2.827659751592448447e+05,2.950033966764872284e-01,8.506743318576073061e-04,6.109185312721706598e-05
4.726932971328773903e+01,1.168186790553778707e+02,7.737187430735497173e+01,7.847262662962779700e+01,2.827458907148840954e+05,2.950034025742984678e-01,8.506684340463492719e-04,6.109185312721706598e-05
4.733169030657703757e+01,1.168109247697596373e+02,7.737189725667366247e+01,7.847216978410882859e+01,2.827258113990469137e+05,2.950034084718005101e-01,8.506625365442861816e-04,6.109185312721706598e-05
4.739405089986633612e+01,1.168031725034368691e+02,7.737192019599534376e+01,7.847171346736637076e+01,2.827057372068823315e+05,2.950034143689938548e-01,8.506566393509605020e-04,6.109185312721706598e-05
4.745641149315562757e+01,1.167954222545530598e+02,7.737194312533269169e+01,7.847125767750964087e+01,2.826856681337116752e+05,2.950034202658788907e-01,8.506507424659283606e-04,6.109185312721706598e-05
4.751877208644492612e+01,1.167876740218225251e+02,7.737196604469443173e+01,7.847080241350599294e+01,2.826656041762969107e+05,2.950034261624559506e-01,8.506448458888840125e-04,6.109185312721706598e-05
4.758113267973422467e+01,1.167799278034130879e+02,7.737198895409304100e+01,7.847034767353024165e+01,2.826455453300214140e+05,2.950034320587254233e-01,8.506389496193910663e-04,6.109185312721706598e-05
4.764349327302352322e+01,1.167721835978615559e+02,7.737201185353846711e+01,7.846989345622922940e+01,2.826254915911991266e+05,2.950034379546876973e-01,8.506330536571003005e-04,6.109185312721706598e-05
4.770585386631282176e+01,1.167644414035570861e+02,7.737203474304168083e+01,7.846943976030946999e+01,2.826054429557706462e+05,2.950034438503431611e-01,8.506271580016274737e-04,6.109185312721706598e-05
4.776821445960212031e+01,1.167567012186654409e+02,7.737205762261513087e+01,7.846898658444263219e+01,2.825853994191138772e+05,2.950034497456922589e-01,8.506212626525344600e-04,6.109185312721706598e-05
4.783057505289141886e+01,1.167489630412363510e+02,7.737208049227210438e+01,7.846853392690559303e+01,2.825653609763115528e+05,2.950034556407354347e-01,8.506153676093527755e-04,6.109185312721706598e-05
4.789293564618071741e+01,1.167412268704105429e+02,7.737210335201847045e+01,7.846808178609963136e+01,2.825453276252018404e+05,2.950034615354729106e-01,8.506094728718773977e-04,6.109185312721706598e-05
4.795529623947001596e+01,1.167334927042776798e+02,7.737212620186720358e+01,7.846763016183344064e+01,2.825252993609689292e+05,2.950034674299051307e-01,8.506035784396503594e-04,6.109185312721706598e-05
4.801765683275931451e+01,1.167257605409079275e+02,7.737214904183142039e+01,7.846717905124145886e+01,2.825052761787470081e+05,2.950034733240325946e-01,8.505976843122076223e-04,6.109185312721706598e-05
4.808001742604860596e+01,1.167180303788821334e+02,7.737217187192079848e+01,7.846672845381115735e+01,2.824852580749601475e+05,2.950034792178555798e-01,8.505917904892088552e-04,6.109185312721706598e-05
4.814237801933790450e+01,1.167103022171384907e+02,7.737219469214254275e+01,7.846627836770022668e+01,2.824652450469345786e+05,2.950034851113743639e-01,8.505858969703985117e-04,6.109185312721706598e-05
4.820473861262720305e+01,1.167025760534041581e+02,7.737221750251211461e+01,7.846582879161947233e+01,2.824452370889377780e+05,2.950034910045895575e-01,8.505800037552300455e-04,6.109185312721706598e-05
4.826709920591650160e+01,1.166948518861101149e+02,7.737224030304018640e+01,7.846537972422514429e+01,2.824252341970144189e+05,2.950034968975014382e-01,8.505741108433238773e-04,6.109185312721706598e-05
4.832945979920580015e+01,1.166871297139907853e+02,7.737226309373535571e+01,7.846493116444237614e+01,2.824052363679753616e+05,2.950035027901103946e-01,8.505682182343754548e-04,6.109185312721706598e-05
4.839182039249509870e+01,1.166794095352726970e+02,7.737228587460967333e+01,7.846448311058139780e+01,2.823852435973487445e+05,2.950035086824168151e-01,8.505623259279564098e-04,6.109185312721706598e-05
4.845418098578439725e+01,1.166716913486766032e+02,7.737230864567186472e+01,7.846403556126176682e+01,2.823652558819107362e+05,2.950035145744210330e-01,8.505564339237583951e-04,6.109185312721706598e-05
4.851654157907369580e+01,1.166639751523869819e+02,7.737233140693427913e+01,7.846358851443608273e+01,2.823452732170826639e+05,2.950035204661234367e-01,8.505505422213415498e-04,6.109185312721706598e-05
4.857890217236299435e+01,1.166562609448406533e+02,7.737235415840751784e+01,7.846314197020119252e+01,2.823252955989228794e+05,2.950035263575244704e-01,8.505446508203267286e-04,6.109185312721706598e-05
4.864126276565228579e+01,1.166485487244214028e+02,7.737237690010260849e+01,7.846269592659059811e+01,2.823053230233554495e+05,2.950035322486244671e-01,8.505387597203221007e-04,6.109185312721706598e-05
4.870362335894158434e+01,1.166408384895761259e+02,7.737239963203005289e+01,7.846225038180668321e+01,2.822853554864642210e+05,2.950035381394238154e-01,8.505328689209498217e-04,6.109185312721706598e-05
4.876598395223088289e+01,1.166331302388526723e+02,7.737242235419977021e+01,7.846180533480833219e+01,2.822653929845878156e+05,2.950035440299229039e-01,8.505269784218592605e-04,6.109185312721706598e-05
4.882834454552018144e+01,1.166254239705543796e+02,7.737244506662327126e+01,7.846136078465923447e+01,2.822454355134461657e+05,2.950035499201221212e-01,8.505210882226350595e-04,6.109185312721706598e-05
4.889070513880947999e+01,1.166177196833744745e+02,7.737246776930943781e+01,7.846091672919064308e+01,2.822254830697449506e+05,2.950035558100218003e-01,8.505151983229612819e-04,6.109185312721706598e-05
4.895306573209877854e+01,1.166100173756657057e+02,7.737249046226948224e+01,7.846047316753350742e+01,2.822055356493287836e+05,2.950035616996223298e-01,8.505093087224360141e-04,6.109185312721706598e-05
4.901542632538807709e+01,1.166023170454944022e+02,7.737251314551654957e+01,7.846003009843332165e+01,2.821855932473184075e+05,2.950035675889241538e-01,8.505034194205862187e-04,6.109185312721706598e-05
4.907778691867737564e+01,1.165946186919905756e+02,7.737253581905653732e+01,7.845958752081530463e+01,2.821656558615227113e+05,2.950035734779275498e-01,8.504975304172012352e-04,6.109185312721706598e-05
4.914014751196667419e+01,1.165869223133662018e+02,7.737255848290160998e+01,7.845914543223956628e+01,2.821457234874299029e+05,2.950035793666329065e-01,8.504916417118432628e-04,6.109185312721706598e-05
4.920250810525597274e+01,1.165792279076745217e+02,7.737258113706499785e+01,7.845870383272858817e+01,2.821257961201266735e+05,2.950035852550407234e-01,8.504857533040347103e-04,6.109185312721706598e-05
4.926486869854526418e+01,1.165715354739176348e+02,7.737260378155349372e+01,7.845826272011575497e+01,2.821058737570981611e+05,2.950035911431512226e-01,8.504798651935324997e-04,6.109185312721706598e-05
