Time [s],T_g [K],T_l [K],T_i [K],p_g [Pa],ml [kg],mv [kg],ma [kg]
1.371933052364551884e+02,1.072883119388127113e+02,7.739754657959768736e+01,7.806310922274475672e+01,2.579771136957072886e+05,2.950117143384535789e-01,8.423566698910810256e-04,6.109185312721706598e-05
1.372556658297444869e+02,1.072826509295759507e+02,7.739756045877315671e+01,7.806291938179390399e+01,2.579623354609812377e+05,2.950117200233317027e-01,8.423509850129830279e-04,6.109185312721706598e-05
1.373180264230337571e+02,1.072769910196346643e+02,7.739757433370216688e+01,7.806272963052856539e+01,2.579475600051614456e+05,2.950117257081362743e-01,8.423453002084351372e-04,6.109185312721706598e-05
1.373803870163230556e+02,1.072713322086155046e+02,7.739758820438660791e+01,7.806253996882911395e+01,2.579327873273128062e+05,2.950117313928672935e-01,8.423396154774255356e-04,6.109185312721706598e-05
1.374427476096123542e+02,1.072656744961483071e+02,7.739760207082832721e+01,7.806235039599246761e+01,2.579180174265082751e+05,2.950117370775247605e-01,8.423339308199418634e-04,6.109185312721706598e-05
1.375051082029016527e+02,1.072600178818249930e+02,7.739761593302935694e+01,7.806216091299363313e+01,2.579032503017256386e+05,2.950117427621087307e-01,8.423282462359713268e-04,6.109185312721706598e-05
1.375674687961909513e+02,1.072543623652638303e+02,7.739762979099158713e+01,7.806197151907342402e+01,2.578884859520090395e+05,2.950117484466192042e-01,8.423225617255014576e-04,6.109185312721706598e-05
1.376298293894802498e+02,1.072487079460572090e+02,7.739764364471710678e+01,7.806178221449576426e+01,2.578737243763372826e+05,2.950117541310561808e-01,8.423168772885206547e-04,6.109185312721706598e-05
1.376921899827695484e+02,1.072430546238135918e+02,7.739765749420783436e+01,7.806159299927676898e+01,2.578589655737301218e+05,2.950117598154196608e-01,8.423111929250157994e-04,6.109185312721706598e-05
1.377545505760588469e+02,1.072374023981883653e+02,7.739767133946548938e+01,7.806140387287233295e+01,2.578442095433243667e+05,2.950117654997096994e-01,8.423055086349763750e-04,6.109185312721706598e-05
1.378169111693481454e+02,1.072317512687479706e+02,7.739768518049226032e+01,7.806121483580065501e+01,2.578294562840345025e+05,2.950117711839262968e-01,8.422998244183893708e-04,6.109185312721706598e-05
1.378792717626374440e+02,1.072261012351207796e+02,7.739769901729000878e+01,7.806102588770721695e+01,2.578147057949296723e+05,2.950117768680694530e-01,8.422941402752430777e-04,6.109185312721706598e-05
1.379416323559267425e+02,1.072204522969024225e+02,7.739771284986073852e+01,7.806083702861413087e+01,2.577999580749975285e+05,2.950117825521391679e-01,8.422884562055265451e-04,6.109185312721706598e-05
1.380039929492160411e+02,1.072148044537310625e+02,7.739772667820624008e+01,7.806064825871327173e+01,2.577852131233319524e+05,2.950117882361354416e-01,8.422827722092276299e-04,6.109185312721706598e-05
1.380663535425053396e+02,1.072091577052072751e+02,7.739774050232855984e+01,7.806045957757461906e+01,2.577704709389328782e+05,2.950117939200583295e-01,8.422770882863361407e-04,6.109185312721706598e-05
1.381287141357946382e+02,1.072035120509394375e+02,7.739775432222963047e+01,7.806027098540427289e+01,2.577557315208194195e+05,2.950117996039078316e-01,8.422714044368396092e-04,6.109185312721706598e-05
1.381910747290839367e+02,1.071978674905332269e+02,7.739776813791141308e+01,7.806008248189624510e+01,2.577409948680041707e+05,2.950118052876839481e-01,8.422657206607269765e-04,6.109185312721706598e-05
1.382534353223732353e+02,1.071922240235954433e+02,7.739778194937585454e+01,7.805989406735461955e+01,2.577262609795031021e+05,2.950118109713866787e-01,8.422600369579870752e-04,6.109185312721706598e-05
1.383157959156625338e+02,1.071865816497458042e+02,7.739779575662485911e+01,7.805970574169465692e+01,2.577115298543636745e+05,2.950118166550160792e-01,8.422543533286086298e-04,6.109185312721706598e-05
1.383781565089518324e+02,1.071809403685955573e+02,7.739780955966038789e+01,7.805951750432687675e+01,2.576968014916128886e+05,2.950118223385720939e-01,8.422486697725815570e-04,6.109185312721706598e-05
1.384405171022411309e+02,1.071753001797612654e+02,7.739782335848434514e+01,7.805932935596781874e+01,2.576820758902907837e+05,2.950118280220547784e-01,8.422429862898937140e-04,6.109185312721706598e-05
1.385028776955304295e+02,1.071696610828443710e+02,7.739783715309872036e+01,7.805914129616691355e+01,2.576673530493994185e+05,2.950118337054641326e-01,8.422373028805361017e-04,6.109185312721706598e-05
1.385652382888197280e+02,1.071640230774780349e+02,7.739785094350536099e+01,7.805895332493471983e+01,2.576526329680205381e+05,2.950118393888001567e-01,8.422316195444978781e-04,6.109185312721706598e-05
1.386275988821090266e+02,1.071583861632534820e+02,7.739786472970627074e+01,7.805876544221661106e+01,2.576379156451307354e+05,2.950118450720629060e-01,8.422259362817684182e-04,6.109185312721706598e-05
1.386899594753983251e+02,1.071527503397886960e+02,7.739787851170336808e+01,7.805857764773182339e+01,2.576232010797739495e+05,2.950118507552523250e-01,8.422202530923372050e-04,6.109185312721706598e-05
1.387523200686876237e+02,1.071471156066935322e+02,7.739789228949859989e+01,7.805838994213738147e+01,2.576084892709733103e+05,2.950118564383684694e-01,8.422145699761942640e-04,6.109185312721706598e-05
1.388146806619769222e+02,1.071414819635819669e+02,7.739790606309389887e+01,7.805820232481087828e+01,2.575937802177625999e+05,2.950118621214113390e-01,8.422088869333292952e-04,6.109185312721706598e-05
1.388770412552662208e+02,1.071358494100801551e+02,7.739791983249111240e+01,7.805801479588845382e+01,2.575790739192060719e+05,2.950118678043809339e-01,8.422032039637323240e-04,6.109185312721706598e-05
1.389394018485555193e+02,1.071302179457882033e+02,7.739793359769224423e+01,7.805782735491122537e+01,2.575643703743028746e+05,2.950118734872772541e-01,8.421975210673930505e-04,6.109185312721706598e-05
1.390017624418448179e+02,1.071245875703190080e+02,7.739794735869922704e+01,7.805764000263015134e+01,2.575496695820840541e+05,2.950118791701003551e-01,8.421918382443020420e-04,6.109185312721706598e-05
1.390641230351341164e+02,1.071189582832849680e+02,7.739796111551399349e+01,7.805745273814711993e+01,2.575349715415792889e+05,2.950118848528501814e-01,8.421861554944499745e-04,6.109185312721706598e-05
1.391264836284234150e+02,1.071133300842957681e+02,7.739797486813846206e+01,7.805726556213500089e+01,2.575202762518120289e+05,2.950118905355267884e-01,8.421804728178270902e-04,6.109185312721706598e-05
1.391888442217127135e+02,1.071077029729696761e+02,7.739798861657456541e+01,7.805707847435171232e+01,2.575055837118266791e+05,2.950118962181301763e-01,8.421747902144236311e-04,6.109185312721706598e-05
1.392512048150020121e+02,1.071020769489204696e+02,7.739800236082419360e+01,7.805689147445670528e+01,2.574908939206566429e+05,2.950119019006603449e-01,8.421691076842305985e-04,6.109185312721706598e-05
1.393135654082913106e+02,1.070964520117679939e+02,7.739801610088923667e+01,7.805670456267445445e+01,2.574762068773506908e+05,2.950119075831173499e-01,8.421634252272385598e-04,6.109185312721706598e-05
1.393759260015806092e+02,1.070908281611356188e+02,7.739802983677161308e+01,7.805651773896035195e+01,2.574615225809663243e+05,2.950119132655011356e-01,8.421577428434381908e-04,6.109185312721706598e-05
1.394382865948699077e+02,1.070852053966067814e+02,7.739804356847334077e+01,7.805633100300056526e+01,2.574468410304608988e+05,2.950119189478117576e-01,8.421520605328204926e-04,6.109185312721706598e-05
1.395006471881592063e+02,1.070795837178108059e+02,7.739805729599630979e+01,7.805614435502852189e+01,2.574321622249069333e+05,2.950119246300492160e-01,8.421463782953767917e-04,6.109185312721706598e-05
1.395630077814485048e+02,1.070739631243606169e+02,7.739807101934242439e+01,7.805595779499896025e+01,2.574174861633358232e+05,2.950119303122135106e-01,8.421406961310983061e-04,6.109185312721706598e-05
1.396253683747378034e+02,1.070683436158867039e+02,7.739808473851351778e+01,7.805577132284668096e+01,2.574028128448229982e+05,2.950119359943046415e-01,8.421350140399762535e-04,6.109185312721706598e-05
1.396877289680270735e+02,1.070627251919872691e+02,7.739809845351160789e+01,7.805558493820876720e+01,2.573881422683629207e+05,2.950119416763226088e-01,8.421293320220016353e-04,6.109185312721706598e-05
1.397500895613163721e+02,1.070571078522792448e+02,7.739811216433857055e+01,7.805539864147665696e+01,2.573734744329970854e+05,2.950119473582674678e-01,8.421236500771659946e-04,6.109185312721706598e-05
1.398124501546056706e+02,1.070514915963754987e+02,7.739812587099635266e+01,7.805521243229685524e+01,2.573588093377570040e+05,2.950119530401391632e-01,8.421179682054613083e-04,6.109185312721706598e-05
1.398748107478949692e+02,1.070458764238793492e+02,7.739813957348690110e+01,7.805502631062682894e+01,2.573441469816500903e+05,2.950119587219377504e-01,8.421122864068790112e-04,6.109185312721706598e-05
1.399371713411842677e+02,1.070402623344175908e+02,7.739815327181210591e+01,7.805484027684447312e+01,2.573294873637426936e+05,2.950119644036632294e-01,8.421066046814107550e-04,6.109185312721706598e-05
1.399995319344735663e+02,1.070346493276151989e+02,7.739816696597381451e+01,7.805465433066481751e+01,2.573148304830965353e+05,2.950119700853156002e-01,8.421009230290487334e-04,6.109185312721706598e-05
1.400618925277628648e+02,1.070290374030834641e+02,7.739818065597393115e+01,7.805446847176277458e+01,2.573001763387389074e+05,2.950119757668948628e-01,8.420952414497850317e-04,6.109185312721706598e-05
1.401242531210521634e+02,1.070234265604205177e+02,7.739819434181447377e+01,7.805428270058364149e+01,2.572855249296646798e+05,2.950119814484010172e-01,8.420895599436114100e-04,6.109185312721706598e-05
1.401866137143414619e+02,1.070178167992563942e+02,7.739820802349728979e+01,7.805409701669157130e+01,2.572708762549479434e+05,2.950119871298341190e-01,8.420838785105200621e-04,6.109185312721706598e-05
1.402489743076307604e+02,1.070122081192127155e+02,7.739822170102424082e+01,7.805391142013498040e+01,2.572562303136426199e+05,2.950119928111941126e-01,8.420781971505035069e-04,6.109185312721706598e-05
1.403113349009200590e+02,1.070066005198809336e+02,7.739823537439735901e+01,7.805372591096138990e+01,2.572415871047263208e+05,2.950119984924810534e-01,8.420725158635541550e-04,6.109185312721706598e-05
1.403736954942093575e+02,1.070009940009120015e+02,7.739824904361836388e+01,7.805354048884396434e+01,2.572269466273261351e+05,2.950120041736949417e-01,8.420668346496646339e-04,6.109185312721706598e-05
1.404360560874986561e+02,1.069953885618946714e+02,7.739826270868933022e+01,7.805335515430120097e+01,2.572123088804134459e+05,2.950120098548357772e-01,8.420611535088272457e-04,6.109185312721706598e-05
1.404984166807879546e+02,1.069897842024644916e+02,7.739827636961204860e+01,7.805316990684787015e+01,2.571976738630763721e+05,2.950120155359035601e-01,8.420554724410347263e-04,6.109185312721706598e-05
1.405607772740772532e+02,1.069841809222168649e+02,7.739829002638850852e+01,7.805298474630086503e+01,2.571830415743030608e+05,2.950120212168982903e-01,8.420497914462801367e-04,6.109185312721706598e-05
1.406231378673665517e+02,1.069785787207769800e+02,7.739830367902060004e+01,7.805279967308696598e+01,2.571684120131559321e+05,2.950120268978200233e-01,8.420441105245559960e-04,6.109185312721706598e-05
1.406854984606558503e+02,1.069729775977454693e+02,7.739831732751028426e+01,7.805261468716554418e+01,2.571537851786360261e+05,2.950120325786687037e-01,8.420384296758557990e-04,6.109185312721706598e-05
1.407478590539451488e+02,1.069673775527630823e+02,7.739833097185936595e+01,7.805242978788268715e+01,2.571391610698448203e+05,2.950120382594443869e-01,8.420327489001727152e-04,6.109185312721706598e-05
1.408102196472344474e+02,1.069617785854354253e+02,7.739834461206974936e+01,7.805224497567760977e+01,2.571245396857958985e+05,2.950120439401470729e-01,8.420270681974993720e-04,6.109185312721706598e-05
1.408725802405237459e+02,1.069561806953900174e+02,7.739835824814332454e+01,7.805206025035926132e+01,2.571099210255579092e+05,2.950120496207767617e-01,8.420213875678300231e-04,6.109185312721706598e-05
1.409349408338130445e+02,1.069505838822348380e+02,7.739837188008200997e+01,7.805187561189336520e+01,2.570953050881502277e+05,2.950120553013334534e-01,8.420157070111569707e-04,6.109185312721706598e-05
1.409973014271023430e+02,1.069449881455850431e+02,7.739838550788770988e+01,7.805169106036929350e+01,2.570806918726103613e+05,2.950120609818171480e-01,8.420100265274744686e-04,6.109185312721706598e-05
1.410596620203916416e+02,1.069393934850639454e+02,7.739839913156230011e+01,7.805150659575373595e+01,2.570660813779965392e+05,2.950120666622278454e-01,8.420043461167759031e-04,6.109185312721706598e-05
1.411220226136809401e+02,1.069337999002821675e+02,7.739841275110772756e+01,7.805132221770317358e+01,2.570514736033349764e+05,2.950120723425655456e-01,8.419986657790552026e-04,6.109185312721706598e-05
1.411843832069702387e+02,1.069282073908567838e+02,7.739842636652588226e+01,7.805113792644171156e+01,2.570368685476677783e+05,2.950120780228303041e-01,8.419929855143055367e-04,6.109185312721706598e-05
1.412467438002595372e+02,1.069226159564202163e+02,7.739843997781855478e+01,7.805095372191460967e+01,2.570222662100762827e+05,2.950120837030220655e-01,8.419873053225218097e-04,6.109185312721706598e-05
1.413091043935488358e+02,1.069170255965808707e+02,7.739845358498767780e+01,7.805076960391241414e+01,2.570076665895809419e+05,2.950120893831408853e-01,8.419816252036967574e-04,6.109185312721706598e-05
1.413714649868381343e+02,1.069114363109499379e+02,7.739846718803522663e+01,7.805058557259070540e+01,2.569930696852095716e+05,2.950120950631867633e-01,8.419759451578259345e-04,6.109185312721706598e-05
1.414338255801274329e+02,1.069058480991626254e+02,7.739848078696296341e+01,7.805040162766871958e+01,2.569784754960502614e+05,2.950121007431596998e-01,8.419702651849033780e-04,6.109185312721706598e-05
1.414961861734167314e+02,1.069002609608114369e+02,7.739849438177292029e+01,7.805021776925906352e+01,2.569638840210837370e+05,2.950121064230596946e-01,8.419645852849229079e-04,6.109185312721706598e-05
1.415585467667060300e+02,1.068946748955445685e+02,7.739850797246684522e+01,7.805003399720862944e+01,2.569492952594308299e+05,2.950121121028867477e-01,8.419589054578792116e-04,6.109185312721706598e-05
1.416209073599953285e+02,1.068890899029599382e+02,7.739852155904671349e+01,7.804985031166071963e+01,2.569347092100858281e+05,2.950121177826408592e-01,8.419532257037665429e-04,6.109185312721706598e-05
1.416832679532846271e+02,1.068835059826817400e+02,7.739853514151440095e+01,7.804966671247099441e+01,2.569201258721093764e+05,2.950121234623220290e-01,8.419475460225793722e-04,6.109185312721706598e-05
1.417456285465739256e+02,1.068779231343308851e+02,7.739854871987175500e+01,7.804948319960968206e+01,2.569055452445535338e+05,2.950121291419303127e-01,8.419418664143127123e-04,6.109185312721706598e-05
1.418079891398632242e+02,1.068723413575157224e+02,7.739856229412073674e+01,7.804929977294318633e+01,2.568909673264393641e+05,2.950121348214656547e-01,8.419361868789615759e-04,6.109185312721706598e-05
1.418703497331525227e+02,1.068667606518648228e+02,7.739857586426317937e+01,7.804911643259566745e+01,2.568763921168383677e+05,2.950121405009281106e-01,8.419305074165207587e-04,6.109185312721706598e-05
1.419327103264418213e+02,1.068611810170003622e+02,7.739858943030091609e+01,7.804893317814730835e+01,2.568618196148056304e+05,2.950121461803176248e-01,8.419248280269853819e-04,6.109185312721706598e-05
1.419950709197311198e+02,1.068556024525250336e+02,7.739860299223595064e+01,7.804875000999757617e+01,2.568472498193480133e+05,2.950121518596342529e-01,8.419191487103498076e-04,6.109185312721706598e-05
1.420574315130203900e+02,1.068500249580780377e+02,7.739861655007004515e+01,7.804856692811401331e+01,2.568326827295637049e+05,2.950121575388779949e-01,8.419134694666102411e-04,6.109185312721706598e-05
1.421197921063096885e+02,1.068444485332690448e+02,7.739863010380513231e+01,7.804838393198288315e+01,2.568181183444770286e+05,2.950121632180488507e-01,8.419077902957612615e-04,6.109185312721706598e-05
1.421821526995989871e+02,1.068388731777067306e+02,7.739864365344315900e+01,7.804820102208263677e+01,2.568035566631097754e+05,2.950121688971468203e-01,8.419021111977987486e-04,6.109185312721706598e-05
1.422445132928882856e+02,1.068332988910358949e+02,7.739865719898585894e+01,7.804801819794555229e+01,2.567889976845742785e+05,2.950121745761719039e-01,8.418964321727179321e-04,6.109185312721706598e-05
1.423068738861775842e+02,1.068277256728682119e+02,7.739867074043515061e+01,7.804783545996747307e+01,2.567744414078996633e+05,2.950121802551241013e-01,8.418907532205140414e-04,6.109185312721706598e-05
1.423692344794668827e+02,1.068221535228013011e+02,7.739868427779303772e+01,7.804765280772187452e+01,2.567598878320800723e+05,2.950121859340034125e-01,8.418850743411836072e-04,6.109185312721706598e-05
1.424315950727561813e+02,1.068165824404769069e+02,7.739869781106128244e+01,7.804747024133106947e+01,2.567453369562201260e+05,2.950121916128098931e-01,8.418793955347219672e-04,6.109185312721706598e-05
1.424939556660454798e+02,1.068110124255331357e+02,7.739871134024166111e+01,7.804728776060517248e+01,2.567307887794156559e+05,2.950121972915434876e-01,8.418737168011253269e-04,6.109185312721706598e-05
1.425563162593347784e+02,1.068054434775616812e+02,7.739872486533617746e+01,7.804710536571698754e+01,2.567162433006456704e+05,2.950122029702042514e-01,8.418680381403889157e-04,6.109185312721706598e-05
1.426186768526240769e+02,1.067998755961855863e+02,7.739873838634673575e+01,7.804692305648823947e+01,2.567017005189683696e+05,2.950122086487921291e-01,8.418623595525096979e-04,6.109185312721706598e-05
1.426810374459133754e+02,1.067943087810241849e+02,7.739875190327516918e+01,7.804674083278999319e+01,2.566871604334322619e+05,2.950122143273071762e-01,8.418566810374831198e-04,6.109185312721706598e-05
1.427433980392026740e+02,1.067887430317167912e+02,7.739876541612326832e+01,7.804655869482576236e+01,2.566726230431360891e+05,2.950122200057493371e-01,8.418510025953058204e-04,6.109185312721706598e-05
1.428057586324919725e+02,1.067831783478521714e+02,7.739877892489306532e+01,7.804637664228346239e+01,2.566580883470517583e+05,2.950122256841186674e-01,8.418453242259740050e-04,6.109185312721706598e-05
1.428681192257812711e+02,1.067776147290821882e+02,7.739879242958625127e+01,7.804619467557994028e+01,2.566435563443097926e+05,2.950122313624151671e-01,8.418396459294842041e-04,6.109185312721706598e-05
1.429304798190705696e+02,1.067720521750221394e+02,7.739880593020474464e+01,7.804601279412281656e+01,2.566290270339485432e+05,2.950122370406388361e-01,8.418339677058328399e-04,6.109185312721706598e-05
1.429928404123598682e+02,1.067664906852837703e+02,7.739881942675046389e+01,7.804583099788806066e+01,2.566145004149978631e+05,2.950122427187896745e-01,8.418282895550166598e-04,6.109185312721706598e-05
1.430552010056491667e+02,1.067609302594899958e+02,7.739883291922524222e+01,7.804564928761188014e+01,2.565999764865152829e+05,2.950122483968676823e-01,8.418226114770327364e-04,6.109185312721706598e-05
1.431175615989384653e+02,1.067553708972744744e+02,7.739884640763092705e+01,7.804546766181920248e+01,2.565854552475856326e+05,2.950122540748728595e-01,8.418169334718772750e-04,6.109185312721706598e-05
1.431799221922277638e+02,1.067498125982452137e+02,7.739885989196940841e+01,7.804528612203293392e+01,2.565709366972295393e+05,2.950122597528052060e-01,8.418112555395473482e-04,6.109185312721706598e-05
1.432422827855170624e+02,1.067442553620355312e+02,7.739887337224250530e+01,7.804510466714363304e+01,2.565564208345303778e+05,2.950122654306647219e-01,8.418055776800402457e-04,6.109185312721706598e-05
1.433046433788063609e+02,1.067386991882368932e+02,7.739888684845224986e+01,7.804492329771811399e+01,2.565419076584675640e+05,2.950122711084514071e-01,8.417998998933529315e-04,6.109185312721706598e-05
1.433670039720956595e+02,1.067331440765079122e+02,7.739890032060031899e+01,7.804474201333655969e+01,2.565273971681885305e+05,2.950122767861652617e-01,8.417942221794831288e-04,6.109185312721706598e-05
1.434293645653849580e+02,1.067275900264625079e+02,7.739891378868860272e+01,7.804456081388278221e+01,2.565128893627277284e+05,2.950122824638063412e-01,8.417885445384271515e-04,6.109185312721706598e-05
1.434917251586742566e+02,1.067220370377183514e+02,7.739892725271897689e+01,7.804437969966969035e+01,2.564983842411308433e+05,2.950122881413745901e-01,8.417828669701834816e-04,6.109185312721706598e-05
1.435540857519635551e+02,1.067164851099041272e+02,7.739894071269327469e+01,7.804419867034528124e+01,2.564838818024698703e+05,2.950122938188700084e-01,8.417771894747482159e-04,6.109185312721706598e-05
1.436164463452528537e+02,1.067109342426240062e+02,7.739895416861342881e+01,7.804401772622013311e+01,2.564693820457560068e+05,2.950122994962926515e-01,8.417715120521198366e-04,6.109185312721706598e-05
1.436788069385421522e+02,1.067053844355194059e+02,7.739896762048120138e+01,7.804383686682170662e+01,2.564548849700932624e+05,2.950123051736424640e-01,8.417658347022961753e-04,6.109185312721706598e-05
1.437411675318314508e+02,1.066998356882119765e+02,7.739898106829846824e+01,7.804365609279409455e+01,2.564403905745364609e+05,2.950123108509195013e-01,8.417601574252746299e-04,6.109185312721706598e-05
1.438035281251207493e+02,1.066942880003181244e+02,7.739899451206711944e+01,7.804347540320718224e+01,2.564258988581273297e+05,2.950123165281237081e-01,8.417544802210532489e-04,6.109185312721706598e-05
1.438658887184100479e+02,1.066887413714652979e+02,7.739900795178900239e+01,7.804329479856376395e+01,2.564114098199351283e+05,2.950123222052551397e-01,8.417488030896301890e-04,6.109185312721706598e-05
1.439282493116993464e+02,1.066831958012700170e+02,7.739902138746596449e+01,7.804311427835781956e+01,2.563969234590018459e+05,2.950123278823137407e-01,8.417431260310023061e-04,6.109185312721706598e-05
1.439906099049886450e+02,1.066776512893478781e+02,7.739903481909991001e+01,7.804293384313703541e+01,2.563824397743676091e+05,2.950123335592995666e-01,8.417374490451690582e-04,6.109185312721706598e-05
1.440529704982779435e+02,1.066721078353531311e+02,7.739904824669253003e+01,7.804275349259073380e+01,2.563679587651684415e+05,2.950123392362126173e-01,8.417317721321281683e-04,6.109185312721706598e-05
1.441153310915672421e+02,1.066665654388874032e+02,7.739906167024579986e+01,7.804257322677585762e+01,2.563534804304094287e+05,2.950123449130528930e-01,8.417260952918779017e-04,6.109185312721706598e-05
1.441776916848565406e+02,1.066610240995856174e+02,7.739907508976151007e+01,7.804239304559973789e+01,2.563390047691788059e+05,2.950123505898203380e-01,8.417204185244163070e-04,6.109185312721706598e-05
1.442400522781458392e+02,1.066554838170705040e+02,7.739908850524150807e+01,7.804221294854880853e+01,2.563245317805341620e+05,2.950123562665150079e-01,8.417147418297427335e-04,6.109185312721706598e-05
1.443024128714351377e+02,1.066499445909471859e+02,7.739910191668774075e+01,7.804203293624328808e+01,2.563100614634889935e+05,2.950123619431369026e-01,8.417090652078545792e-04,6.109185312721706598e-05
1.443647734647244363e+02,1.066444064208446036e+02,7.739911532410202710e+01,7.804185300845607287e+01,2.562955938171166054e+05,2.950123676196860223e-01,8.417033886587517357e-04,6.109185312721706598e-05
1.444271340580137064e+02,1.066388693063954207e+02,7.739912872748618611e+01,7.804167316499470530e+01,2.562811288404997322e+05,2.950123732961623668e-01,8.416977121824325767e-04,6.109185312721706598e-05
1.444894946513030050e+02,1.066333332472227511e+02,7.739914212684202255e+01,7.804149340579485283e+01,2.562666665326968941e+05,2.950123789725658807e-01,8.416920357788953673e-04,6.109185312721706598e-05
1.445518552445923035e+02,1.066277982429630384e+02,7.739915552217134120e+01,7.804131373123296100e+01,2.562522068928003137e+05,2.950123846488966195e-01,8.416863594481394572e-04,6.109185312721706598e-05
1.446142158378816021e+02,1.066222642932416420e+02,7.739916891347601791e+01,7.804113414081278677e+01,2.562377499198743026e+05,2.950123903251545832e-01,8.416806831901639790e-04,6.109185312721706598e-05
1.446765764311709006e+02,1.066167313976692270e+02,7.739918230075792849e+01,7.804095463459657367e+01,2.562232956129466766e+05,2.950123960013397717e-01,8.416750070049675231e-04,6.109185312721706598e-05
1.447389370244601992e+02,1.066111995558763681e+02,7.739919568401886352e+01,7.804077521240257909e+01,2.562088439710945240e+05,2.950124016774521851e-01,8.416693308925504149e-04,6.109185312721706598e-05
1.448012976177494977e+02,1.066056687674738441e+02,7.739920906326076988e+01,7.804059587462789693e+01,2.561943949933463009e+05,2.950124073534918234e-01,8.416636548529113533e-04,6.109185312721706598e-05
1.448636582110387963e+02,1.066001390321100644e+02,7.739922243848535288e+01,7.804041662076740238e+01,2.561799486788236536e+05,2.950124130294586866e-01,8.416579788860490373e-04,6.109185312721706598e-05
1.449260188043280948e+02,1.065946103494067927e+02,7.739923580969450256e+01,7.804023745098950826e+01,2.561655050265823083e+05,2.950124187053527747e-01,8.416523029919636837e-04,6.109185312721706598e-05
1.449883793976173934e+02,1.065890827189710137e+02,7.739924917689010897e+01,7.804005836521594119e+01,2.561510640356406802e+05,2.950124243811740876e-01,8.416466271706547504e-04,6.109185312721706598e-05
1.450507399909066919e+02,1.065835561404452108e+02,7.739926254007393425e+01,7.803987936333471964e+01,2.561366257051063585e+05,2.950124300569226254e-01,8.416409514221212616e-04,6.109185312721706598e-05
1.451131005841959905e+02,1.065780306134491582e+02,7.739927589924784002e+01,7.803970044572163545e+01,2.561221900340297143e+05,2.950124357325983881e-01,8.416352757463638678e-04,6.109185312721706598e-05
1.451754611774852890e+02,1.065725061375965907e+02,7.739928925441373053e+01,7.803952161173410218e+01,2.561077570214461593e+05,2.950124414082013757e-01,8.416296001433822439e-04,6.109185312721706598e-05
1.452378217707745875e+02,1.065669827125408773e+02,7.739930260557328268e+01,7.803934286174143153e+01,2.560933266664905241e+05,2.950124470837315882e-01,8.416239246131760644e-04,6.109185312721706598e-05
1.453001823640638861e+02,1.065614603378981400e+02,7.739931595272840070e+01,7.803916419532906446e+01,2.560788989682043320e+05,2.950124527591890256e-01,8.416182491557448958e-04,6.109185312721706598e-05
1.453625429573531846e+02,1.065559390132941360e+02,7.739932929588090360e+01,7.803898561285335234e+01,2.560644739256527682e+05,2.950124584345736878e-01,8.416125737710894970e-04,6.109185312721706598e-05
1.454249035506424832e+02,1.065504187383520929e+02,7.739934263503261036e+01,7.803880711372146095e+01,2.560500515378957789e+05,2.950124641098855749e-01,8.416068984592099764e-04,6.109185312721706598e-05
1.454872641439317817e+02,1.065448995126829317e+02,7.739935597018548208e+01,7.803862869886074805e+01,2.560356318039614998e+05,2.950124697851246869e-01,8.416012232201063340e-04,6.109185312721706598e-05
1.455496247372210803e+02,1.065393813359479083e+02,7.739936930134115300e+01,7.803845036713907746e+01,2.560212147230043483e+05,2.950124754602910238e-01,8.415955480537783530e-04,6.109185312721706598e-05
1.456119853305103788e+02,1.065338642077490334e+02,7.739938262850155581e+01,7.803827211925209895e+01,2.560068002940306906e+05,2.950124811353845855e-01,8.415898729602274428e-04,6.109185312721706598e-05
1.456743459237996774e+02,1.065283481277333522e+02,7.739939595166842423e+01,7.803809395498782919e+01,2.559923885161598155e+05,2.950124868104053721e-01,8.415841979394540371e-04,6.109185312721706598e-05
1.457367065170889759e+02,1.065228330955146561e+02,7.739940927084367672e+01,7.803791587399199159e+01,2.559779793884272513e+05,2.950124924853533837e-01,8.415785229914581360e-04,6.109185312721706598e-05
1.457990671103782745e+02,1.065173191107161870e+02,7.739942258602910385e+01,7.803773787641486592e+01,2.559635729098924785e+05,2.950124981602286200e-01,8.415728481162408235e-04,6.109185312721706598e-05
1.458614277036675730e+02,1.065118061729754402e+02,7.739943589722652462e+01,7.803755996230027847e+01,2.559491690796503972e+05,2.950125038350310813e-01,8.415671733138027502e-04,6.109185312721706598e-05
1.459237882969568716e+02,1.065062942819080263e+02,7.739944920443781484e+01,7.803738213123965295e+01,2.559347678967418615e+05,2.950125095097607120e-01,8.415614985841448920e-04,6.109185312721706598e-05
1.459861488902461701e+02,1.065007834371457989e+02,7.739946250766477931e+01,7.803720438393638403e+01,2.559203693602475687e+05,2.950125151844175675e-01,8.415558239272683330e-04,6.109185312721706598e-05
1.460485094835354687e+02,1.064952736383203842e+02,7.739947580690918016e+01,7.803702671974190253e+01,2.559059734692481870e+05,2.950125208590016479e-01,8.415501493431738322e-04,6.109185312721706598e-05
1.461108700768247672e+02,1.064897648850584915e+02,7.739948910217286482e+01,7.803684913877724227e+01,2.558915802228120738e+05,2.950125265335129532e-01,8.415444748318624737e-04,6.109185312721706598e-05
1.461732306701140658e+02,1.064842571769909654e+02,7.739950239345765226e+01,7.803667164101113940e+01,2.558771896200176852e+05,2.950125322079514834e-01,8.415388003933352333e-04,6.109185312721706598e-05
