Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
70.812	0.043348	835.02	0.0011976	-135.38	-135.33	2.6553	1.1244	2.0168	917.56	-0.37593	0.00021190	0.16004	0.010397	2.1120	0.47349	51.284	71.809	5.5805	0.75927	1.0853	169.21	32.090	4.9399e-06	0.0068722
70.913	0.043982	834.58	0.0011982	-135.18	-135.13	2.6582	1.1237	2.0171	916.53	-0.37547	0.00021093	0.15981	0.010373	2.1403	0.46722	51.348	71.897	5.5776	0.75943	1.0858	169.30	31.999	4.9475e-06	0.0068817
71.015	0.044622	834.15	0.0011988	-134.97	-134.92	2.6611	1.1230	2.0174	915.51	-0.37502	0.00020997	0.15959	0.010349	2.1689	0.46106	51.412	71.985	5.5746	0.75958	1.0862	169.40	31.908	4.9551e-06	0.0068912
71.117	0.045270	833.71	0.0011995	-134.77	-134.71	2.6640	1.1224	2.0177	914.48	-0.37456	0.00020901	0.15936	0.010325	2.1978	0.45499	51.476	72.073	5.5717	0.75974	1.0867	169.50	31.818	4.9627e-06	0.0069006
71.218	0.045925	833.27	0.0012001	-134.56	-134.51	2.6669	1.1217	2.0180	913.46	-0.37410	0.00020806	0.15914	0.010301	2.2270	0.44903	51.539	72.161	5.5688	0.75990	1.0872	169.59	31.728	4.9703e-06	0.0069101
71.320	0.046588	832.83	0.0012007	-134.36	-134.30	2.6697	1.1211	2.0183	912.43	-0.37363	0.00020711	0.15891	0.010277	2.2565	0.44316	51.603	72.249	5.5659	0.76006	1.0877	169.69	31.639	4.9779e-06	0.0069196
71.422	0.047257	832.39	0.0012014	-134.15	-134.10	2.6726	1.1204	2.0186	911.41	-0.37317	0.00020617	0.15869	0.010253	2.2863	0.43738	51.667	72.336	5.5630	0.76022	1.0882	169.78	31.550	4.9856e-06	0.0069292
71.523	0.047935	831.95	0.0012020	-133.95	-133.89	2.6755	1.1198	2.0189	910.38	-0.37270	0.00020524	0.15847	0.010229	2.3164	0.43170	51.730	72.424	5.5601	0.76038	1.0887	169.88	31.462	4.9932e-06	0.0069387
71.625	0.048620	831.50	0.0012026	-133.74	-133.69	2.6783	1.1191	2.0192	909.36	-0.37223	0.00020432	0.15824	0.010205	2.3468	0.42611	51.794	72.511	5.5572	0.76055	1.0892	169.97	31.374	5.0008e-06	0.0069482
71.727	0.049313	831.06	0.0012033	-133.54	-133.48	2.6812	1.1185	2.0195	908.33	-0.37175	0.00020340	0.15802	0.010181	2.3775	0.42061	51.857	72.598	5.5543	0.76071	1.0897	170.07	31.287	5.0084e-06	0.0069578
71.828	0.050013	830.62	0.0012039	-133.33	-133.27	2.6841	1.1178	2.0198	907.31	-0.37127	0.00020248	0.15779	0.010157	2.4085	0.41519	51.920	72.685	5.5514	0.76088	1.0902	170.16	31.200	5.0161e-06	0.0069673
71.930	0.050721	830.18	0.0012046	-133.13	-133.07	2.6869	1.1172	2.0201	906.28	-0.37080	0.00020157	0.15757	0.010133	2.4398	0.40987	51.983	72.772	5.5486	0.76104	1.0907	170.26	31.113	5.0237e-06	0.0069769
72.032	0.051437	829.74	0.0012052	-132.92	-132.86	2.6898	1.1165	2.0205	905.26	-0.37031	0.00020067	0.15735	0.010110	2.4714	0.40462	52.046	72.859	5.5457	0.76121	1.0912	170.35	31.028	5.0313e-06	0.0069864
72.133	0.052160	829.29	0.0012058	-132.72	-132.66	2.6926	1.1159	2.0208	904.23	-0.36983	0.00019978	0.15712	0.010086	2.5034	0.39946	52.109	72.945	5.5429	0.76138	1.0918	170.44	30.942	5.0390e-06	0.0069960
72.235	0.052892	828.85	0.0012065	-132.51	-132.45	2.6954	1.1152	2.0211	903.21	-0.36934	0.00019889	0.15690	0.010062	2.5356	0.39438	52.172	73.031	5.5401	0.76154	1.0923	170.54	30.857	5.0466e-06	0.0070056
72.337	0.053632	828.41	0.0012071	-132.31	-132.24	2.6983	1.1146	2.0214	902.18	-0.36885	0.00019800	0.15668	0.010038	2.5682	0.38938	52.235	73.118	5.5373	0.76171	1.0928	170.63	30.772	5.0543e-06	0.0070152
72.438	0.054379	827.96	0.0012078	-132.10	-132.04	2.7011	1.1139	2.0218	901.16	-0.36836	0.00019712	0.15645	0.010014	2.6011	0.38446	52.297	73.204	5.5345	0.76188	1.0933	170.72	30.688	5.0619e-06	0.0070248
72.540	0.055135	827.52	0.0012084	-131.90	-131.83	2.7040	1.1133	2.0221	900.13	-0.36787	0.00019625	0.15623	0.0099902	2.6343	0.37961	52.360	73.290	5.5317	0.76206	1.0939	170.81	30.605	5.0696e-06	0.0070344
72.642	0.055899	827.08	0.0012091	-131.69	-131.63	2.7068	1.1127	2.0225	899.11	-0.36737	0.00019538	0.15601	0.0099664	2.6678	0.37484	52.422	73.375	5.5289	0.76223	1.0944	170.91	30.521	5.0772e-06	0.0070440
72.743	0.056671	826.63	0.0012097	-131.49	-131.42	2.7096	1.1120	2.0228	898.08	-0.36687	0.00019452	0.15578	0.0099426	2.7016	0.37015	52.484	73.461	5.5261	0.76240	1.0950	171.00	30.439	5.0849e-06	0.0070537
72.845	0.057451	826.19	0.0012104	-131.28	-131.21	2.7124	1.1114	2.0231	897.05	-0.36637	0.00019366	0.15556	0.0099188	2.7358	0.36553	52.546	73.546	5.5233	0.76257	1.0955	171.09	30.356	5.0925e-06	0.0070633
72.947	0.058239	825.74	0.0012110	-131.08	-131.01	2.7152	1.1107	2.0235	896.03	-0.36586	0.00019281	0.15534	0.0098950	2.7703	0.36097	52.608	73.631	5.5206	0.76275	1.0960	171.18	30.274	5.1002e-06	0.0070730
73.048	0.059036	825.30	0.0012117	-130.87	-130.80	2.7181	1.1101	2.0238	895.00	-0.36535	0.00019197	0.15512	0.0098712	2.8051	0.35649	52.670	73.716	5.5178	0.76293	1.0966	171.27	30.193	5.1079e-06	0.0070826
73.150	0.059842	824.85	0.0012123	-130.67	-130.59	2.7209	1.1095	2.0242	893.98	-0.36484	0.00019113	0.15489	0.0098474	2.8403	0.35208	52.732	73.801	5.5151	0.76310	1.0972	171.36	30.112	5.1155e-06	0.0070923
73.252	0.060656	824.40	0.0012130	-130.46	-130.39	2.7237	1.1088	2.0245	892.95	-0.36433	0.00019029	0.15467	0.0098237	2.8758	0.34774	52.794	73.886	5.5123	0.76328	1.0977	171.45	30.031	5.1232e-06	0.0071020
73.353	0.061478	823.96	0.0012137	-130.26	-130.18	2.7265	1.1082	2.0249	891.93	-0.36381	0.00018947	0.15445	0.0097999	2.9116	0.34346	52.855	73.971	5.5096	0.76346	1.0983	171.54	29.951	5.1309e-06	0.0071117
73.455	0.062309	823.51	0.0012143	-130.05	-129.97	2.7293	1.1076	2.0253	890.90	-0.36330	0.00018864	0.15423	0.0097762	2.9477	0.33924	52.917	74.055	5.5069	0.76364	1.0989	171.63	29.871	5.1386e-06	0.0071214
73.557	0.063149	823.06	0.0012150	-129.85	-129.77	2.7321	1.1069	2.0256	889.87	-0.36277	0.00018782	0.15400	0.0097525	2.9843	0.33509	52.978	74.139	5.5042	0.76382	1.0994	171.72	29.792	5.1462e-06	0.0071312
73.658	0.063997	822.61	0.0012156	-129.64	-129.56	2.7349	1.1063	2.0260	888.85	-0.36225	0.00018701	0.15378	0.0097287	3.0211	0.33101	53.040	74.223	5.5015	0.76400	1.1000	171.81	29.713	5.1539e-06	0.0071409
73.760	0.064855	822.17	0.0012163	-129.43	-129.36	2.7377	1.1057	2.0264	887.82	-0.36172	0.00018620	0.15356	0.0097050	3.0583	0.32698	53.101	74.307	5.4988	0.76418	1.1006	171.90	29.634	5.1616e-06	0.0071506
73.862	0.065721	821.72	0.0012170	-129.23	-129.15	2.7404	1.1050	2.0267	886.79	-0.36119	0.00018540	0.15334	0.0096814	3.0958	0.32301	53.162	74.391	5.4961	0.76437	1.1012	171.98	29.556	5.1693e-06	0.0071604
73.963	0.066596	821.27	0.0012176	-129.02	-128.94	2.7432	1.1044	2.0271	885.77	-0.36066	0.00018460	0.15312	0.0096577	3.1337	0.31911	53.223	74.474	5.4934	0.76455	1.1018	172.07	29.478	5.1770e-06	0.0071702
74.065	0.067480	820.82	0.0012183	-128.82	-128.73	2.7460	1.1038	2.0275	884.74	-0.36012	0.00018381	0.15290	0.0096340	3.1720	0.31526	53.284	74.558	5.4908	0.76474	1.1024	172.16	29.401	5.1847e-06	0.0071800
74.167	0.068373	820.37	0.0012190	-128.61	-128.53	2.7488	1.1032	2.0279	883.71	-0.35958	0.00018302	0.15268	0.0096104	3.2106	0.31147	53.344	74.641	5.4881	0.76492	1.1030	172.25	29.324	5.1924e-06	0.0071898
74.268	0.069275	819.92	0.0012196	-128.41	-128.32	2.7515	1.1025	2.0283	882.68	-0.35904	0.00018224	0.15246	0.0095867	3.2495	0.30774	53.405	74.724	5.4855	0.76511	1.1036	172.33	29.247	5.2001e-06	0.0071996
74.370	0.070187	819.47	0.0012203	-128.20	-128.11	2.7543	1.1019	2.0286	881.66	-0.35850	0.00018146	0.15224	0.0095631	3.2888	0.30406	53.466	74.807	5.4828	0.76530	1.1042	172.42	29.171	5.2078e-06	0.0072094
74.472	0.071107	819.02	0.0012210	-127.99	-127.91	2.7571	1.1013	2.0290	880.63	-0.35795	0.00018069	0.15201	0.0095395	3.3285	0.30044	53.526	74.889	5.4802	0.76549	1.1048	172.51	29.095	5.2155e-06	0.0072192
74.573	0.072037	818.57	0.0012216	-127.79	-127.70	2.7598	1.1007	2.0294	879.60	-0.35740	0.00017992	0.15179	0.0095159	3.3685	0.29687	53.586	74.972	5.4776	0.76568	1.1054	172.59	29.020	5.2232e-06	0.0072291
74.675	0.072977	818.12	0.0012223	-127.58	-127.49	2.7626	1.1000	2.0298	878.57	-0.35685	0.00017916	0.15157	0.0094923	3.4089	0.29335	53.646	75.054	5.4750	0.76587	1.1060	172.68	28.945	5.2310e-06	0.0072390
74.777	0.073925	817.67	0.0012230	-127.38	-127.29	2.7654	1.0994	2.0302	877.54	-0.35629	0.00017840	0.15135	0.0094687	3.4496	0.28989	53.706	75.136	5.4724	0.76606	1.1066	172.76	28.870	5.2387e-06	0.0072488
74.878	0.074883	817.21	0.0012237	-127.17	-127.08	2.7681	1.0988	2.0306	876.52	-0.35573	0.00017765	0.15113	0.0094452	3.4907	0.28647	53.766	75.218	5.4698	0.76626	1.1073	172.85	28.796	5.2464e-06	0.0072587
74.980	0.075851	816.76	0.0012243	-126.97	-126.87	2.7709	1.0982	2.0310	875.49	-0.35517	0.00017690	0.15091	0.0094216	3.5322	0.28311	53.826	75.300	5.4672	0.76645	1.1079	172.93	28.722	5.2541e-06	0.0072686
75.082	0.076828	816.31	0.0012250	-126.76	-126.66	2.7736	1.0976	2.0315	874.46	-0.35460	0.00017615	0.15069	0.0093981	3.5741	0.27979	53.886	75.382	5.4646	0.76665	1.1085	173.02	28.648	5.2619e-06	0.0072786
75.183	0.077815	815.85	0.0012257	-126.55	-126.46	2.7763	1.0969	2.0319	873.43	-0.35403	0.00017541	0.15047	0.0093745	3.6163	0.27652	53.945	75.463	5.4621	0.76684	1.1092	173.10	28.575	5.2696e-06	0.0072885
75.285	0.078812	815.40	0.0012264	-126.35	-126.25	2.7791	1.0963	2.0323	872.40	-0.35346	0.00017468	0.15025	0.0093510	3.6590	0.27330	54.005	75.544	5.4595	0.76704	1.1098	173.19	28.502	5.2774e-06	0.0072985
75.387	0.079819	814.95	0.0012271	-126.14	-126.04	2.7818	1.0957	2.0327	871.37	-0.35289	0.00017395	0.15003	0.0093275	3.7020	0.27013	54.064	75.625	5.4569	0.76724	1.1105	173.27	28.430	5.2851e-06	0.0073084
75.488	0.080835	814.49	0.0012278	-125.93	-125.84	2.7846	1.0951	2.0331	870.34	-0.35231	0.00017322	0.14982	0.0093040	3.7453	0.26700	54.123	75.706	5.4544	0.76744	1.1111	173.35	28.358	5.2929e-06	0.0073184
75.590	0.081861	814.04	0.0012284	-125.73	-125.63	2.7873	1.0945	2.0335	869.31	-0.35173	0.00017250	0.14960	0.0092805	3.7891	0.26392	54.182	75.787	5.4519	0.76764	1.1118	173.44	28.286	5.3006e-06	0.0073284
75.692	0.082898	813.58	0.0012291	-125.52	-125.42	2.7900	1.0939	2.0340	868.28	-0.35114	0.00017178	0.14938	0.0092571	3.8332	0.26088	54.241	75.867	5.4493	0.76784	1.1124	173.52	28.215	5.3084e-06	0.0073384
75.793	0.083944	813.13	0.0012298	-125.32	-125.21	2.7927	1.0933	2.0344	867.25	-0.35056	0.00017107	0.14916	0.0092336	3.8778	0.25788	54.300	75.948	5.4468	0.76804	1.1131	173.60	28.144	5.3161e-06	0.0073485
75.895	0.085000	812.67	0.0012305	-125.11	-125.01	2.7955	1.0927	2.0348	866.22	-0.34997	0.00017036	0.14894	0.0092102	3.9227	0.25493	54.359	76.028	5.4443	0.76824	1.1138	173.68	28.073	5.3239e-06	0.0073585
75.997	0.086067	812.22	0.0012312	-124.90	-124.80	2.7982	1.0921	2.0353	865.19	-0.34937	0.00016966	0.14872	0.0091867	3.9680	0.25202	54.418	76.108	5.4418	0.76845	1.1145	173.76	28.003	5.3317e-06	0.0073686
76.098	0.087144	811.76	0.0012319	-124.70	-124.59	2.8009	1.0915	2.0357	864.16	-0.34877	0.00016896	0.14850	0.0091633	4.0137	0.24915	54.476	76.188	5.4393	0.76865	1.1151	173.85	27.933	5.3394e-06	0.0073786
76.200	0.088231	811.30	0.0012326	-124.49	-124.38	2.8036	1.0909	2.0362	863.13	-0.34817	0.00016826	0.14828	0.0091399	4.0598	0.24632	54.534	76.267	5.4368	0.76886	1.1158	173.93	27.864	5.3472e-06	0.0073887
76.302	0.089328	810.85	0.0012333	-124.28	-124.17	2.8063	1.0903	2.0366	862.09	-0.34757	0.00016757	0.14806	0.0091165	4.1063	0.24353	54.593	76.347	5.4343	0.76907	1.1165	174.01	27.794	5.3550e-06	0.0073989
76.403	0.090436	810.39	0.0012340	-124.08	-123.97	2.8090	1.0896	2.0371	861.06	-0.34696	0.00016689	0.14785	0.0090931	4.1532	0.24078	54.651	76.426	5.4318	0.76927	1.1172	174.09	27.725	5.3628e-06	0.0074090
76.505	0.091555	809.93	0.0012347	-123.87	-123.76	2.8117	1.0890	2.0375	860.03	-0.34635	0.00016620	0.14763	0.0090698	4.2005	0.23807	54.709	76.505	5.4294	0.76948	1.1179	174.17	27.657	5.3706e-06	0.0074191
76.607	0.092684	809.47	0.0012354	-123.67	-123.55	2.8144	1.0884	2.0380	859.00	-0.34574	0.00016552	0.14741	0.0090464	4.2482	0.23539	54.767	76.584	5.4269	0.76969	1.1186	174.25	27.589	5.3784e-06	0.0074293
76.708	0.093823	809.01	0.0012361	-123.46	-123.34	2.8171	1.0879	2.0385	857.97	-0.34512	0.00016485	0.14719	0.0090230	4.2964	0.23276	54.824	76.662	5.4244	0.76991	1.1193	174.33	27.521	5.3862e-06	0.0074395
76.810	0.094974	808.55	0.0012368	-123.25	-123.13	2.8198	1.0873	2.0389	856.93	-0.34450	0.00016418	0.14697	0.0089997	4.3449	0.23016	54.882	76.741	5.4220	0.77012	1.1200	174.41	27.453	5.3940e-06	0.0074497
76.912	0.096135	808.09	0.0012375	-123.05	-122.93	2.8225	1.0867	2.0394	855.90	-0.34388	0.00016351	0.14676	0.0089764	4.3938	0.22759	54.939	76.819	5.4196	0.77033	1.1207	174.48	27.386	5.4018e-06	0.0074599
77.013	0.097307	807.63	0.0012382	-122.84	-122.72	2.8252	1.0861	2.0399	854.87	-0.34325	0.00016285	0.14654	0.0089531	4.4432	0.22506	54.997	76.897	5.4171	0.77055	1.1215	174.56	27.319	5.4096e-06	0.0074701
77.115	0.098489	807.17	0.0012389	-122.63	-122.51	2.8279	1.0855	2.0403	853.83	-0.34262	0.00016219	0.14632	0.0089298	4.4930	0.22257	55.054	76.975	5.4147	0.77076	1.1222	174.64	27.252	5.4174e-06	0.0074804
77.217	0.099683	806.71	0.0012396	-122.43	-122.30	2.8305	1.0849	2.0408	852.80	-0.34199	0.00016154	0.14611	0.0089065	4.5432	0.22011	55.111	77.052	5.4123	0.77098	1.1229	174.72	27.186	5.4252e-06	0.0074907
77.318	0.10089	806.25	0.0012403	-122.22	-122.09	2.8332	1.0843	2.0413	851.76	-0.34135	0.00016089	0.14589	0.0088832	4.5938	0.21769	55.168	77.130	5.4099	0.77120	1.1237	174.80	27.120	5.4331e-06	0.0075010
77.420	0.10210	805.79	0.0012410	-122.01	-121.89	2.8359	1.0837	2.0418	850.73	-0.34071	0.00016024	0.14567	0.0088600	4.6448	0.21529	55.225	77.207	5.4075	0.77142	1.1244	174.87	27.055	5.4409e-06	0.0075113
77.522	0.10333	805.33	0.0012417	-121.80	-121.68	2.8386	1.0831	2.0423	849.69	-0.34007	0.00015960	0.14545	0.0088367	4.6963	0.21293	55.282	77.284	5.4051	0.77164	1.1251	174.95	26.989	5.4487e-06	0.0075216
77.623	0.10457	804.86	0.0012424	-121.60	-121.47	2.8412	1.0825	2.0428	848.66	-0.33942	0.00015896	0.14524	0.0088135	4.7482	0.21061	55.338	77.361	5.4027	0.77186	1.1259	175.03	26.924	5.4566e-06	0.0075320
77.725	0.10582	804.40	0.0012432	-121.39	-121.26	2.8439	1.0819	2.0433	847.62	-0.33877	0.00015833	0.14502	0.0087903	4.8005	0.20831	55.395	77.438	5.4003	0.77208	1.1267	175.10	26.860	5.4644e-06	0.0075424
77.827	0.10708	803.94	0.0012439	-121.18	-121.05	2.8466	1.0813	2.0438	846.59	-0.33811	0.00015769	0.14480	0.0087671	4.8533	0.20605	55.451	77.514	5.3979	0.77230	1.1274	175.18	26.795	5.4723e-06	0.0075527
77.928	0.10835	803.48	0.0012446	-120.98	-120.84	2.8492	1.0808	2.0443	845.55	-0.33745	0.00015707	0.14459	0.0087439	4.9065	0.20381	55.507	77.590	5.3956	0.77252	1.1282	175.25	26.731	5.4801e-06	0.0075632
78.030	0.10964	803.01	0.0012453	-120.77	-120.63	2.8519	1.0802	2.0448	844.51	-0.33679	0.00015644	0.14437	0.0087207	4.9601	0.20161	55.563	77.666	5.3932	0.77275	1.1290	175.33	26.668	5.4880e-06	0.0075736
78.132	0.11093	802.55	0.0012460	-120.56	-120.42	2.8545	1.0796	2.0453	843.48	-0.33613	0.00015582	0.14416	0.0086975	5.0142	0.19943	55.619	77.742	5.3908	0.77298	1.1297	175.40	26.604	5.4958e-06	0.0075841
78.233	0.11224	802.08	0.0012468	-120.36	-120.22	2.8572	1.0790	2.0459	842.44	-0.33546	0.00015521	0.14394	0.0086744	5.0687	0.19729	55.675	77.818	5.3885	0.77320	1.1305	175.48	26.541	5.5037e-06	0.0075945
78.335	0.11356	801.62	0.0012475	-120.15	-120.01	2.8598	1.0784	2.0464	841.40	-0.33478	0.00015459	0.14372	0.0086512	5.1237	0.19517	55.730	77.893	5.3862	0.77343	1.1313	175.55	26.478	5.5116e-06	0.0076050
78.437	0.11489	801.15	0.0012482	-119.94	-119.80	2.8625	1.0778	2.0469	840.37	-0.33411	0.00015398	0.14351	0.0086281	5.1791	0.19308	55.786	77.969	5.3838	0.77366	1.1321	175.63	26.416	5.5195e-06	0.0076155
78.538	0.11623	800.68	0.0012489	-119.73	-119.59	2.8651	1.0773	2.0474	839.33	-0.33343	0.00015338	0.14329	0.0086050	5.2350	0.19102	55.841	78.044	5.3815	0.77389	1.1329	175.70	26.353	5.5274e-06	0.0076261
78.640	0.11758	800.22	0.0012497	-119.53	-119.38	2.8677	1.0767	2.0480	838.29	-0.33274	0.00015278	0.14308	0.0085819	5.2913	0.18899	55.897	78.118	5.3792	0.77412	1.1337	175.77	26.291	5.5352e-06	0.0076367
78.742	0.11895	799.75	0.0012504	-119.32	-119.17	2.8704	1.0761	2.0485	837.25	-0.33205	0.00015218	0.14286	0.0085588	5.3481	0.18698	55.952	78.193	5.3769	0.77436	1.1345	175.85	26.230	5.5431e-06	0.0076472
78.843	0.12033	799.28	0.0012511	-119.11	-118.96	2.8730	1.0755	2.0491	836.21	-0.33136	0.00015158	0.14265	0.0085357	5.4053	0.18500	56.007	78.268	5.3745	0.77459	1.1353	175.92	26.168	5.5510e-06	0.0076578
78.945	0.12172	798.82	0.0012519	-118.90	-118.75	2.8756	1.0750	2.0496	835.17	-0.33067	0.00015099	0.14243	0.0085126	5.4630	0.18305	56.061	78.342	5.3722	0.77482	1.1361	175.99	26.107	5.5589e-06	0.0076685
79.047	0.12312	798.35	0.0012526	-118.70	-118.54	2.8783	1.0744	2.0502	834.13	-0.32997	0.00015040	0.14222	0.0084896	5.5211	0.18112	56.116	78.416	5.3699	0.77506	1.1370	176.06	26.046	5.5668e-06	0.0076791
79.148	0.12453	797.88	0.0012533	-118.49	-118.33	2.8809	1.0738	2.0507	833.09	-0.32926	0.00014982	0.14200	0.0084665	5.5797	0.17922	56.171	78.489	5.3677	0.77530	1.1378	176.13	25.986	5.5748e-06	0.0076898
79.250	0.12596	797.41	0.0012541	-118.28	-118.12	2.8835	1.0732	2.0513	832.05	-0.32856	0.00014924	0.14179	0.0084435	5.6388	0.17734	56.225	78.563	5.3654	0.77554	1.1386	176.21	25.926	5.5827e-06	0.0077005
79.352	0.12740	796.94	0.0012548	-118.07	-117.91	2.8861	1.0727	2.0518	831.01	-0.32784	0.00014866	0.14157	0.0084205	5.6984	0.17549	56.279	78.636	5.3631	0.77578	1.1395	176.28	25.866	5.5906e-06	0.0077112
79.453	0.12885	796.47	0.0012555	-117.87	-117.70	2.8888	1.0721	2.0524	829.97	-0.32713	0.00014808	0.14136	0.0083975	5.7584	0.17366	56.333	78.710	5.3608	0.77602	1.1403	176.35	25.806	5.5985e-06	0.0077220
79.555	0.13031	796.00	0.0012563	-117.66	-117.49	2.8914	1.0715	2.0530	828.92	-0.32641	0.00014751	0.14114	0.0083745	5.8189	0.17185	56.387	78.782	5.3586	0.77626	1.1411	176.42	25.747	5.6065e-06	0.0077327
79.657	0.13179	795.53	0.0012570	-117.45	-117.29	2.8940	1.0710	2.0536	827.88	-0.32569	0.00014694	0.14093	0.0083515	5.8799	0.17007	56.441	78.855	5.3563	0.77650	1.1420	176.49	25.688	5.6144e-06	0.0077435
79.758	0.13328	795.06	0.0012578	-117.24	-117.08	2.8966	1.0704	2.0541	826.84	-0.32496	0.00014638	0.14071	0.0083285	5.9414	0.16831	56.495	78.928	5.3541	0.77674	1.1429	176.56	25.629	5.6224e-06	0.0077544
79.860	0.13478	794.59	0.0012585	-117.04	-116.87	2.8992	1.0698	2.0547	825.80	-0.32423	0.00014582	0.14050	0.0083056	6.0033	0.16658	56.549	79.000	5.3518	0.77699	1.1437	176.63	25.570	5.6303e-06	0.0077652
79.962	0.13630	794.12	0.0012593	-116.83	-116.66	2.9018	1.0693	2.0553	824.75	-0.32349	0.00014526	0.14028	0.0082826	6.0657	0.16486	56.602	79.072	5.3496	0.77724	1.1446	176.69	25.512	5.6383e-06	0.0077761
80.063	0.13782	793.64	0.0012600	-116.62	-116.45	2.9044	1.0687	2.0559	823.71	-0.32275	0.00014470	0.14008	0.0082597	6.1286	0.16317	56.655	79.144	5.3473	0.77748	1.1455	176.76	25.454	5.6462e-06	0.0077870
80.165	0.13937	793.17	0.0012608	-116.41	-116.24	2.9070	1.0682	2.0565	822.67	-0.32201	0.00014415	0.13987	0.0082368	6.1920	0.16150	56.708	79.215	5.3451	0.77773	1.1464	176.83	25.396	5.6542e-06	0.0077979
80.267	0.14092	792.70	0.0012615	-116.20	-116.03	2.9096	1.0676	2.0571	821.62	-0.32126	0.00014360	0.13966	0.0082139	6.2559	0.15985	56.761	79.287	5.3429	0.77798	1.1473	176.90	25.338	5.6622e-06	0.0078088
80.368	0.14249	792.22	0.0012623	-116.00	-115.82	2.9122	1.0670	2.0577	820.58	-0.32051	0.00014306	0.13945	0.0081910	6.3203	0.15822	56.814	79.358	5.3407	0.77823	1.1482	176.97	25.281	5.6701e-06	0.0078198
80.470	0.14406	791.75	0.0012630	-115.79	-115.60	2.9148	1.0665	2.0583	819.53	-0.31975	0.00014251	0.13924	0.0081681	6.3852	0.15661	56.867	79.429	5.3385	0.77848	1.1491	177.03	25.224	5.6781e-06	0.0078308
80.572	0.14566	791.27	0.0012638	-115.58	-115.39	2.9174	1.0659	2.0589	818.48	-0.31899	0.00014197	0.13903	0.0081453	6.4506	0.15502	56.919	79.500	5.3363	0.77874	1.1500	177.10	25.167	5.6861e-06	0.0078418
80.673	0.14726	790.80	0.0012645	-115.37	-115.18	2.9200	1.0654	2.0596	817.44	-0.31823	0.00014144	0.13882	0.0081224	6.5165	0.15346	56.972	79.570	5.3341	0.77899	1.1509	177.17	25.111	5.6941e-06	0.0078529
80.775	0.14888	790.32	0.0012653	-115.16	-114.97	2.9225	1.0648	2.0602	816.39	-0.31746	0.00014090	0.13861	0.0080996	6.5829	0.15191	57.024	79.641	5.3319	0.77925	1.1518	177.23	25.055	5.7021e-06	0.0078640
80.877	0.15052	789.85	0.0012661	-114.95	-114.76	2.9251	1.0643	2.0608	815.34	-0.31669	0.00014037	0.13840	0.0080768	6.6498	0.15038	57.076	79.711	5.3297	0.77950	1.1527	177.30	24.999	5.7101e-06	0.0078751
80.978	0.15216	789.37	0.0012668	-114.75	-114.55	2.9277	1.0637	2.0614	814.29	-0.31591	0.00013984	0.13819	0.0080540	6.7172	0.14887	57.128	79.780	5.3275	0.77976	1.1537	177.36	24.943	5.7181e-06	0.0078862
81.080	0.15382	788.89	0.0012676	-114.54	-114.34	2.9303	1.0632	2.0621	813.25	-0.31513	0.00013932	0.13798	0.0080312	6.7852	0.14738	57.180	79.850	5.3253	0.78002	1.1546	177.43	24.887	5.7262e-06	0.0078973
81.182	0.15549	788.42	0.0012684	-114.33	-114.13	2.9328	1.0626	2.0627	812.20	-0.31434	0.00013880	0.13777	0.0080084	6.8536	0.14591	57.231	79.919	5.3232	0.78028	1.1555	177.49	24.832	5.7342e-06	0.0079085
81.283	0.15718	787.94	0.0012691	-114.12	-113.92	2.9354	1.0621	2.0634	811.15	-0.31355	0.00013828	0.13756	0.0079856	6.9226	0.14445	57.283	79.989	5.3210	0.78054	1.1565	177.56	24.777	5.7422e-06	0.0079198
81.385	0.15888	787.46	0.0012699	-113.91	-113.71	2.9380	1.0615	2.0640	810.10	-0.31276	0.00013776	0.13735	0.0079629	6.9921	0.14302	57.334	80.058	5.3188	0.78080	1.1574	177.62	24.723	5.7503e-06	0.0079310
81.487	0.16060	786.98	0.0012707	-113.70	-113.50	2.9405	1.0610	2.0647	809.05	-0.31196	0.00013725	0.13714	0.0079401	7.0621	0.14160	57.385	80.126	5.3167	0.78107	1.1584	177.69	24.668	5.7583e-06	0.0079423
81.588	0.16233	786.50	0.0012715	-113.49	-113.29	2.9431	1.0604	2.0654	808.00	-0.31115	0.00013674	0.13693	0.0079174	7.1326	0.14020	57.437	80.195	5.3145	0.78133	1.1594	177.75	24.614	5.7664e-06	0.0079536
81.690	0.16407	786.02	0.0012722	-113.28	-113.08	2.9457	1.0599	2.0660	806.95	-0.31034	0.00013623	0.13672	0.0078947	7.2037	0.13882	57.487	80.263	5.3124	0.78160	1.1603	177.81	24.560	5.7744e-06	0.0079649
