Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
81.792	0.16582	785.54	0.0012730	-113.08	-112.86	2.9482	1.0594	2.0667	805.90	-0.30953	0.00013573	0.13651	0.0078720	7.2753	0.13745	57.538	80.331	5.3103	0.78186	1.1613	177.88	24.506	5.7825e-06	0.0079763
81.893	0.16759	785.06	0.0012738	-112.87	-112.65	2.9508	1.0588	2.0674	804.84	-0.30871	0.00013522	0.13630	0.0078493	7.3474	0.13610	57.589	80.399	5.3081	0.78213	1.1623	177.94	24.452	5.7906e-06	0.0079877
81.995	0.16938	784.58	0.0012746	-112.66	-112.44	2.9533	1.0583	2.0681	803.79	-0.30789	0.00013473	0.13609	0.0078266	7.4201	0.13477	57.639	80.466	5.3060	0.78240	1.1633	178.00	24.399	5.7986e-06	0.0079991
82.097	0.17118	784.10	0.0012754	-112.45	-112.23	2.9559	1.0577	2.0687	802.74	-0.30706	0.00013423	0.13588	0.0078040	7.4933	0.13345	57.689	80.533	5.3039	0.78267	1.1643	178.06	24.346	5.8067e-06	0.0080105
82.198	0.17299	783.62	0.0012761	-112.24	-112.02	2.9584	1.0572	2.0694	801.68	-0.30623	0.00013373	0.13567	0.0077813	7.5671	0.13215	57.739	80.601	5.3018	0.78294	1.1653	178.12	24.293	5.8148e-06	0.0080220
82.300	0.17482	783.13	0.0012769	-112.03	-111.81	2.9610	1.0567	2.0701	800.63	-0.30540	0.00013324	0.13546	0.0077587	7.6414	0.13087	57.789	80.667	5.2997	0.78322	1.1663	178.19	24.241	5.8229e-06	0.0080335
82.402	0.17666	782.65	0.0012777	-111.82	-111.60	2.9635	1.0561	2.0708	799.58	-0.30456	0.00013275	0.13525	0.0077361	7.7162	0.12960	57.839	80.734	5.2976	0.78349	1.1673	178.25	24.188	5.8310e-06	0.0080451
82.503	0.17852	782.17	0.0012785	-111.61	-111.38	2.9660	1.0556	2.0715	798.52	-0.30371	0.00013227	0.13504	0.0077135	7.7916	0.12834	57.889	80.800	5.2955	0.78377	1.1684	178.31	24.136	5.8391e-06	0.0080567
82.605	0.18039	781.68	0.0012793	-111.40	-111.17	2.9686	1.0551	2.0723	797.47	-0.30286	0.00013179	0.13483	0.0076909	7.8676	0.12710	57.938	80.866	5.2934	0.78405	1.1694	178.37	24.084	5.8472e-06	0.0080683
82.707	0.18227	781.20	0.0012801	-111.19	-110.96	2.9711	1.0545	2.0730	796.41	-0.30200	0.00013131	0.13462	0.0076683	7.9441	0.12588	57.988	80.932	5.2913	0.78432	1.1704	178.43	24.032	5.8553e-06	0.0080799
82.808	0.18418	780.71	0.0012809	-110.98	-110.75	2.9736	1.0540	2.0737	795.35	-0.30114	0.00013083	0.13441	0.0076457	8.0212	0.12467	58.037	80.998	5.2892	0.78460	1.1715	178.49	23.981	5.8635e-06	0.0080916
82.910	0.18609	780.23	0.0012817	-110.78	-110.54	2.9762	1.0535	2.0744	794.30	-0.30028	0.00013035	0.13420	0.0076232	8.0988	0.12348	58.086	81.063	5.2871	0.78488	1.1725	178.54	23.930	5.8716e-06	0.0081033
83.012	0.18802	779.74	0.0012825	-110.57	-110.32	2.9787	1.0530	2.0752	793.24	-0.29941	0.00012988	0.13400	0.0076007	8.1770	0.12229	58.135	81.128	5.2850	0.78517	1.1736	178.60	23.879	5.8798e-06	0.0081150
83.113	0.18997	779.25	0.0012833	-110.36	-110.11	2.9812	1.0524	2.0759	792.18	-0.29853	0.00012941	0.13379	0.0075781	8.2558	0.12113	58.183	81.193	5.2830	0.78545	1.1746	178.66	23.828	5.8879e-06	0.0081268
83.215	0.19193	778.77	0.0012841	-110.15	-109.90	2.9837	1.0519	2.0766	791.12	-0.29765	0.00012894	0.13358	0.0075556	8.3351	0.11997	58.232	81.258	5.2809	0.78573	1.1757	178.72	23.777	5.8961e-06	0.0081386
83.317	0.19390	778.28	0.0012849	-109.94	-109.69	2.9863	1.0514	2.0774	790.06	-0.29677	0.00012847	0.13337	0.0075331	8.4150	0.11884	58.280	81.322	5.2788	0.78602	1.1768	178.78	23.727	5.9042e-06	0.0081505
83.418	0.19589	777.79	0.0012857	-109.73	-109.48	2.9888	1.0509	2.0782	789.00	-0.29588	0.00012801	0.13316	0.0075106	8.4955	0.11771	58.328	81.387	5.2768	0.78631	1.1779	178.83	23.677	5.9124e-06	0.0081623
83.520	0.19790	777.30	0.0012865	-109.52	-109.26	2.9913	1.0503	2.0789	787.94	-0.29498	0.00012755	0.13295	0.0074882	8.5766	0.11660	58.376	81.450	5.2747	0.78660	1.1790	178.89	23.627	5.9206e-06	0.0081743
83.622	0.19992	776.81	0.0012873	-109.31	-109.05	2.9938	1.0498	2.0797	786.88	-0.29408	0.00012709	0.13274	0.0074657	8.6582	0.11550	58.424	81.514	5.2727	0.78688	1.1801	178.95	23.577	5.9288e-06	0.0081862
83.723	0.20195	776.33	0.0012881	-109.10	-108.84	2.9963	1.0493	2.0805	785.82	-0.29317	0.00012664	0.13254	0.0074433	8.7405	0.11441	58.472	81.577	5.2707	0.78718	1.1812	179.00	23.527	5.9370e-06	0.0081982
83.825	0.20401	775.84	0.0012889	-108.89	-108.62	2.9988	1.0488	2.0812	784.76	-0.29226	0.00012618	0.13233	0.0074208	8.8233	0.11334	58.519	81.641	5.2686	0.78747	1.1823	179.06	23.478	5.9452e-06	0.0082102
83.927	0.20607	775.34	0.0012897	-108.68	-108.41	3.0013	1.0483	2.0820	783.69	-0.29135	0.00012573	0.13212	0.0073984	8.9067	0.11228	58.567	81.704	5.2666	0.78776	1.1834	179.12	23.429	5.9534e-06	0.0082222
84.028	0.20816	774.85	0.0012906	-108.47	-108.20	3.0038	1.0478	2.0828	782.63	-0.29043	0.00012529	0.13191	0.0073760	8.9907	0.11123	58.614	81.766	5.2646	0.78806	1.1845	179.17	23.380	5.9616e-06	0.0082343
84.130	0.21025	774.36	0.0012914	-108.26	-107.99	3.0063	1.0472	2.0836	781.57	-0.28950	0.00012484	0.13170	0.0073537	9.0753	0.11019	58.661	81.829	5.2625	0.78835	1.1857	179.23	23.331	5.9698e-06	0.0082465
84.232	0.21237	773.87	0.0012922	-108.05	-107.77	3.0088	1.0467	2.0844	780.50	-0.28857	0.00012440	0.13150	0.0073313	9.1605	0.10916	58.708	81.891	5.2605	0.78865	1.1868	179.28	23.283	5.9780e-06	0.0082586
84.333	0.21450	773.38	0.0012930	-107.84	-107.56	3.0113	1.0462	2.0852	779.44	-0.28763	0.00012395	0.13129	0.0073089	9.2463	0.10815	58.754	81.953	5.2585	0.78895	1.1880	179.33	23.234	5.9863e-06	0.0082708
84.435	0.21665	772.88	0.0012939	-107.63	-107.35	3.0138	1.0457	2.0860	778.37	-0.28669	0.00012351	0.13108	0.0072866	9.3327	0.10715	58.801	82.014	5.2565	0.78925	1.1891	179.39	23.186	5.9945e-06	0.0082831
84.537	0.21881	772.39	0.0012947	-107.42	-107.13	3.0163	1.0452	2.0868	777.31	-0.28574	0.00012308	0.13087	0.0072643	9.4198	0.10616	58.847	82.076	5.2545	0.78955	1.1903	179.44	23.138	6.0028e-06	0.0082953
84.638	0.22098	771.90	0.0012955	-107.21	-106.92	3.0188	1.0447	2.0877	776.24	-0.28478	0.00012264	0.13067	0.0072419	9.5074	0.10518	58.893	82.137	5.2525	0.78985	1.1915	179.49	23.091	6.0110e-06	0.0083076
84.740	0.22318	771.40	0.0012963	-106.99	-106.71	3.0213	1.0442	2.0885	775.17	-0.28383	0.00012221	0.13046	0.0072196	9.5956	0.10421	58.939	82.198	5.2505	0.79016	1.1927	179.55	23.043	6.0193e-06	0.0083200
84.842	0.22539	770.91	0.0012972	-106.78	-106.49	3.0238	1.0437	2.0893	774.10	-0.28286	0.00012178	0.13025	0.0071974	9.6845	0.10326	58.985	82.258	5.2485	0.79046	1.1938	179.60	22.996	6.0276e-06	0.0083324
84.943	0.22762	770.41	0.0012980	-106.57	-106.28	3.0263	1.0432	2.0902	773.03	-0.28189	0.00012135	0.13005	0.0071751	9.7740	0.10231	59.031	82.319	5.2465	0.79077	1.1950	179.65	22.949	6.0359e-06	0.0083448
85.045	0.22986	769.91	0.0012988	-106.36	-106.06	3.0288	1.0427	2.0910	771.97	-0.28091	0.00012093	0.12984	0.0071528	9.8641	0.10138	59.076	82.379	5.2446	0.79108	1.1962	179.70	22.902	6.0442e-06	0.0083573
85.147	0.23212	769.42	0.0012997	-106.15	-105.85	3.0312	1.0422	2.0919	770.90	-0.27993	0.00012050	0.12963	0.0071306	9.9548	0.10045	59.121	82.438	5.2426	0.79139	1.1975	179.75	22.855	6.0525e-06	0.0083698
85.248	0.23439	768.92	0.0013005	-105.94	-105.64	3.0337	1.0417	2.0927	769.83	-0.27894	0.00012008	0.12943	0.0071084	10.046	0.099540	59.167	82.498	5.2406	0.79170	1.1987	179.81	22.808	6.0608e-06	0.0083824
85.350	0.23669	768.42	0.0013014	-105.73	-105.42	3.0362	1.0412	2.0936	768.75	-0.27795	0.00011966	0.12922	0.0070861	10.138	0.098637	59.211	82.557	5.2386	0.79201	1.1999	179.86	22.762	6.0691e-06	0.0083949
85.452	0.23899	767.92	0.0013022	-105.52	-105.21	3.0387	1.0407	2.0945	767.68	-0.27695	0.00011924	0.12901	0.0070639	10.231	0.097744	59.256	82.616	5.2367	0.79232	1.2011	179.91	22.716	6.0774e-06	0.0084076
85.553	0.24132	767.43	0.0013031	-105.31	-104.99	3.0411	1.0402	2.0954	766.61	-0.27595	0.00011883	0.12881	0.0070417	10.324	0.096860	59.301	82.675	5.2347	0.79264	1.2024	179.96	22.670	6.0857e-06	0.0084202
85.655	0.24366	766.93	0.0013039	-105.10	-104.78	3.0436	1.0397	2.0962	765.54	-0.27494	0.00011842	0.12860	0.0070196	10.418	0.095987	59.345	82.734	5.2328	0.79295	1.2036	180.01	22.624	6.0941e-06	0.0084330
85.757	0.24602	766.43	0.0013048	-104.89	-104.56	3.0461	1.0392	2.0971	764.46	-0.27392	0.00011801	0.12839	0.0069974	10.513	0.095124	59.389	82.792	5.2308	0.79327	1.2049	180.05	22.578	6.1024e-06	0.0084457
85.858	0.24840	765.92	0.0013056	-104.67	-104.35	3.0485	1.0387	2.0980	763.39	-0.27290	0.00011760	0.12819	0.0069753	10.608	0.094270	59.433	82.850	5.2289	0.79359	1.2062	180.10	22.533	6.1108e-06	0.0084585
85.960	0.25079	765.42	0.0013065	-104.46	-104.13	3.0510	1.0382	2.0989	762.31	-0.27187	0.00011719	0.12798	0.0069531	10.704	0.093426	59.477	82.907	5.2269	0.79391	1.2074	180.15	22.488	6.1192e-06	0.0084714
86.062	0.25320	764.92	0.0013073	-104.25	-103.92	3.0535	1.0377	2.0998	761.24	-0.27083	0.00011679	0.12778	0.0069310	10.800	0.092591	59.521	82.965	5.2250	0.79423	1.2087	180.20	22.443	6.1275e-06	0.0084842
86.163	0.25563	764.42	0.0013082	-104.04	-103.71	3.0559	1.0372	2.1008	760.16	-0.26979	0.00011638	0.12757	0.0069089	10.897	0.091765	59.564	83.022	5.2231	0.79456	1.2100	180.25	22.398	6.1359e-06	0.0084972
86.265	0.25807	763.92	0.0013090	-103.83	-103.49	3.0584	1.0367	2.1017	759.08	-0.26875	0.00011598	0.12737	0.0068868	10.995	0.090948	59.608	83.079	5.2211	0.79488	1.2113	180.30	22.353	6.1443e-06	0.0085102
86.367	0.26053	763.41	0.0013099	-103.62	-103.28	3.0608	1.0362	2.1026	758.01	-0.26769	0.00011558	0.12716	0.0068648	11.094	0.090141	59.651	83.136	5.2192	0.79521	1.2126	180.34	22.308	6.1527e-06	0.0085232
86.468	0.26301	762.91	0.0013108	-103.40	-103.06	3.0633	1.0357	2.1036	756.93	-0.26664	0.00011519	0.12696	0.0068427	11.193	0.089342	59.694	83.192	5.2173	0.79554	1.2139	180.39	22.264	6.1611e-06	0.0085362
86.570	0.26551	762.40	0.0013116	-103.19	-102.84	3.0657	1.0353	2.1045	755.85	-0.26557	0.00011479	0.12675	0.0068207	11.293	0.088552	59.737	83.248	5.2154	0.79586	1.2153	180.44	22.220	6.1695e-06	0.0085493
86.672	0.26802	761.90	0.0013125	-102.98	-102.63	3.0682	1.0348	2.1055	754.77	-0.26450	0.00011440	0.12654	0.0067987	11.393	0.087771	59.779	83.304	5.2134	0.79620	1.2166	180.48	22.176	6.1780e-06	0.0085625
86.773	0.27055	761.39	0.0013134	-102.77	-102.41	3.0706	1.0343	2.1064	753.69	-0.26342	0.00011401	0.12634	0.0067766	11.495	0.086998	59.822	83.359	5.2115	0.79653	1.2179	180.53	22.132	6.1864e-06	0.0085757
86.875	0.27310	760.89	0.0013143	-102.56	-102.20	3.0731	1.0338	2.1074	752.61	-0.26234	0.00011362	0.12613	0.0067546	11.596	0.086234	59.864	83.414	5.2096	0.79686	1.2193	180.57	22.088	6.1948e-06	0.0085889
86.977	0.27567	760.38	0.0013151	-102.34	-101.98	3.0755	1.0333	2.1083	751.53	-0.26125	0.00011323	0.12593	0.0067327	11.699	0.085478	59.906	83.469	5.2077	0.79720	1.2207	180.62	22.045	6.2033e-06	0.0086022
87.078	0.27825	759.87	0.0013160	-102.13	-101.77	3.0780	1.0329	2.1093	750.44	-0.26015	0.00011285	0.12573	0.0067107	11.802	0.084730	59.948	83.524	5.2058	0.79753	1.2220	180.66	22.001	6.2118e-06	0.0086156
87.180	0.28086	759.36	0.0013169	-101.92	-101.55	3.0804	1.0324	2.1103	749.36	-0.25904	0.00011246	0.12552	0.0066887	11.906	0.083990	59.989	83.578	5.2039	0.79787	1.2234	180.71	21.958	6.2202e-06	0.0086290
87.282	0.28348	758.86	0.0013178	-101.71	-101.33	3.0828	1.0319	2.1113	748.28	-0.25793	0.00011208	0.12532	0.0066668	12.011	0.083258	60.031	83.632	5.2020	0.79821	1.2248	180.75	21.915	6.2287e-06	0.0086424
87.383	0.28611	758.35	0.0013187	-101.50	-101.12	3.0853	1.0314	2.1123	747.19	-0.25682	0.00011170	0.12511	0.0066449	12.116	0.082534	60.072	83.686	5.2001	0.79855	1.2262	180.79	21.872	6.2372e-06	0.0086559
87.485	0.28877	757.84	0.0013195	-101.28	-100.90	3.0877	1.0310	2.1133	746.11	-0.25569	0.00011132	0.12491	0.0066230	12.222	0.081818	60.113	83.740	5.1983	0.79889	1.2276	180.84	21.830	6.2457e-06	0.0086694
87.587	0.29145	757.33	0.0013204	-101.07	-100.69	3.0901	1.0305	2.1143	745.02	-0.25456	0.00011095	0.12470	0.0066011	12.329	0.081110	60.154	83.793	5.1964	0.79923	1.2290	180.88	21.787	6.2542e-06	0.0086830
87.688	0.29414	756.81	0.0013213	-100.86	-100.47	3.0926	1.0300	2.1154	743.93	-0.25343	0.00011057	0.12450	0.0065792	12.436	0.080409	60.194	83.846	5.1945	0.79958	1.2304	180.92	21.745	6.2627e-06	0.0086966
87.790	0.29685	756.30	0.0013222	-100.65	-100.25	3.0950	1.0295	2.1164	742.85	-0.25228	0.00011020	0.12430	0.0065573	12.545	0.079716	60.235	83.899	5.1926	0.79993	1.2319	180.96	21.703	6.2713e-06	0.0087103
87.892	0.29958	755.79	0.0013231	-100.43	-100.04	3.0974	1.0291	2.1174	741.76	-0.25113	0.00010983	0.12409	0.0065355	12.653	0.079030	60.275	83.951	5.1908	0.80027	1.2333	181.00	21.660	6.2798e-06	0.0087240
87.993	0.30233	755.28	0.0013240	-100.22	-99.819	3.0998	1.0286	2.1185	740.67	-0.24997	0.00010946	0.12389	0.0065137	12.763	0.078351	60.315	84.003	5.1889	0.80062	1.2348	181.05	21.619	6.2884e-06	0.0087378
88.095	0.30509	754.76	0.0013249	-100.01	-99.603	3.1023	1.0281	2.1195	739.58	-0.24881	0.00010910	0.12368	0.0064918	12.873	0.077679	60.355	84.055	5.1870	0.80098	1.2362	181.09	21.577	6.2969e-06	0.0087517
88.197	0.30788	754.25	0.0013258	-99.794	-99.386	3.1047	1.0277	2.1206	738.49	-0.24764	0.00010873	0.12348	0.0064700	12.984	0.077015	60.395	84.106	5.1852	0.80133	1.2377	181.13	21.535	6.3055e-06	0.0087656
88.298	0.31068	753.73	0.0013267	-99.581	-99.168	3.1071	1.0272	2.1217	737.40	-0.24646	0.00010837	0.12328	0.0064482	13.096	0.076358	60.434	84.157	5.1833	0.80168	1.2392	181.17	21.494	6.3141e-06	0.0087795
88.400	0.31351	753.22	0.0013276	-99.367	-98.951	3.1095	1.0267	2.1227	736.30	-0.24527	0.00010801	0.12307	0.0064265	13.209	0.075707	60.474	84.208	5.1815	0.80204	1.2407	181.21	21.453	6.3227e-06	0.0087935
88.502	0.31635	752.70	0.0013285	-99.154	-98.734	3.1119	1.0263	2.1238	735.21	-0.24408	0.00010765	0.12287	0.0064047	13.322	0.075064	60.513	84.259	5.1796	0.80240	1.2422	181.25	21.411	6.3313e-06	0.0088075
88.603	0.31921	752.19	0.0013295	-98.941	-98.516	3.1143	1.0258	2.1249	734.12	-0.24288	0.00010729	0.12267	0.0063830	13.436	0.074427	60.552	84.309	5.1778	0.80275	1.2437	181.28	21.370	6.3399e-06	0.0088216
88.705	0.32209	751.67	0.0013304	-98.727	-98.299	3.1168	1.0254	2.1260	733.02	-0.24167	0.00010693	0.12246	0.0063612	13.551	0.073797	60.590	84.359	5.1759	0.80312	1.2452	181.32	21.330	6.3485e-06	0.0088358
88.807	0.32499	751.15	0.0013313	-98.514	-98.081	3.1192	1.0249	2.1271	731.93	-0.24046	0.00010658	0.12226	0.0063395	13.666	0.073173	60.629	84.409	5.1741	0.80348	1.2467	181.36	21.289	6.3571e-06	0.0088500
88.908	0.32790	750.63	0.0013322	-98.300	-97.863	3.1216	1.0245	2.1282	730.83	-0.23924	0.00010622	0.12206	0.0063178	13.783	0.072556	60.667	84.458	5.1722	0.80384	1.2483	181.40	21.248	6.3658e-06	0.0088643
89.010	0.33084	750.11	0.0013331	-98.086	-97.645	3.1240	1.0240	2.1294	729.73	-0.23801	0.00010587	0.12186	0.0062961	13.900	0.071945	60.705	84.508	5.1704	0.80421	1.2498	181.44	21.208	6.3744e-06	0.0088786
89.112	0.33380	749.59	0.0013341	-97.873	-97.427	3.1264	1.0235	2.1305	728.64	-0.23677	0.00010552	0.12165	0.0062745	14.017	0.071341	60.743	84.556	5.1686	0.80457	1.2514	181.47	21.168	6.3831e-06	0.0088930
89.213	0.33677	749.07	0.0013350	-97.659	-97.209	3.1288	1.0231	2.1316	727.54	-0.23553	0.00010517	0.12145	0.0062528	14.136	0.070742	60.781	84.605	5.1668	0.80494	1.2530	181.51	21.128	6.3917e-06	0.0089074
89.315	0.33977	748.55	0.0013359	-97.445	-96.991	3.1312	1.0226	2.1328	726.44	-0.23427	0.00010482	0.12125	0.0062312	14.255	0.070151	60.818	84.653	5.1649	0.80531	1.2546	181.55	21.088	6.4004e-06	0.0089219
89.417	0.34278	748.03	0.0013368	-97.231	-96.773	3.1336	1.0222	2.1339	725.34	-0.23302	0.00010448	0.12105	0.0062096	14.375	0.069565	60.856	84.701	5.1631	0.80568	1.2561	181.58	21.048	6.4091e-06	0.0089364
89.518	0.34582	747.51	0.0013378	-97.017	-96.554	3.1360	1.0217	2.1351	724.24	-0.23175	0.00010414	0.12084	0.0061880	14.496	0.068985	60.893	84.749	5.1613	0.80606	1.2578	181.62	21.008	6.4178e-06	0.0089510
89.620	0.34887	746.98	0.0013387	-96.802	-96.335	3.1384	1.0213	2.1363	723.13	-0.23047	0.00010379	0.12064	0.0061664	14.618	0.068411	60.929	84.796	5.1595	0.80643	1.2594	181.66	20.969	6.4265e-06	0.0089657
89.722	0.35194	746.46	0.0013397	-96.588	-96.117	3.1408	1.0208	2.1375	722.03	-0.22919	0.00010345	0.12044	0.0061448	14.740	0.067843	60.966	84.843	5.1577	0.80681	1.2610	181.69	20.930	6.4353e-06	0.0089804
89.823	0.35504	745.94	0.0013406	-96.374	-95.898	3.1432	1.0204	2.1386	720.93	-0.22790	0.00010311	0.12024	0.0061232	14.863	0.067281	61.003	84.890	5.1559	0.80719	1.2626	181.72	20.890	6.4440e-06	0.0089952
89.925	0.35815	745.41	0.0013415	-96.159	-95.679	3.1456	1.0200	2.1398	719.82	-0.22660	0.00010278	0.12004	0.0061017	14.987	0.066724	61.039	84.936	5.1541	0.80756	1.2643	181.76	20.851	6.4527e-06	0.0090101
90.027	0.36128	744.89	0.0013425	-95.945	-95.460	3.1479	1.0195	2.1411	718.72	-0.22529	0.00010244	0.11983	0.0060802	15.112	0.066173	61.075	84.982	5.1523	0.80795	1.2659	181.79	20.812	6.4615e-06	0.0090250
90.128	0.36443	744.36	0.0013434	-95.730	-95.240	3.1503	1.0191	2.1423	717.61	-0.22398	0.00010211	0.11963	0.0060587	15.237	0.065628	61.111	85.028	5.1505	0.80833	1.2676	181.83	20.774	6.4703e-06	0.0090399
90.230	0.36761	743.83	0.0013444	-95.515	-95.021	3.1527	1.0186	2.1435	716.51	-0.22266	0.00010177	0.11943	0.0060372	15.364	0.065088	61.146	85.073	5.1487	0.80871	1.2693	181.86	20.735	6.4791e-06	0.0090550
90.332	0.37080	743.30	0.0013453	-95.300	-94.801	3.1551	1.0182	2.1447	715.40	-0.22133	0.00010144	0.11923	0.0060157	15.491	0.064554	61.182	85.118	5.1469	0.80910	1.2710	181.89	20.696	6.4878e-06	0.0090700
90.433	0.37402	742.78	0.0013463	-95.085	-94.582	3.1575	1.0178	2.1460	714.29	-0.21999	0.00010111	0.11903	0.0059942	15.619	0.064025	61.217	85.163	5.1451	0.80949	1.2727	181.92	20.658	6.4967e-06	0.0090852
90.535	0.37725	742.25	0.0013473	-94.870	-94.362	3.1599	1.0173	2.1472	713.18	-0.21864	0.00010078	0.11883	0.0059728	15.748	0.063501	61.252	85.207	5.1433	0.80988	1.2744	181.96	20.620	6.5055e-06	0.0091004
90.637	0.38050	741.72	0.0013482	-94.655	-94.142	3.1622	1.0169	2.1485	712.07	-0.21728	0.00010046	0.11863	0.0059513	15.877	0.062983	61.286	85.252	5.1415	0.81027	1.2761	181.99	20.581	6.5143e-06	0.0091157
90.738	0.38378	741.19	0.0013492	-94.440	-93.922	3.1646	1.0165	2.1498	710.96	-0.21592	0.00010013	0.11843	0.0059299	16.008	0.062470	61.321	85.295	5.1397	0.81066	1.2779	182.02	20.543	6.5231e-06	0.0091310
90.840	0.38707	740.65	0.0013502	-94.225	-93.702	3.1670	1.0160	2.1511	709.85	-0.21455	9.9805e-05	0.11823	0.0059085	16.139	0.061962	61.355	85.339	5.1379	0.81106	1.2796	182.05	20.506	6.5320e-06	0.0091465
90.942	0.39039	740.12	0.0013511	-94.009	-93.482	3.1694	1.0156	2.1523	708.73	-0.21317	9.9483e-05	0.11802	0.0058871	16.271	0.061459	61.389	85.382	5.1362	0.81145	1.2814	182.08	20.468	6.5409e-06	0.0091619
91.043	0.39373	739.59	0.0013521	-93.794	-93.261	3.1717	1.0152	2.1536	707.62	-0.21178	9.9161e-05	0.11782	0.0058658	16.404	0.060961	61.423	85.425	5.1344	0.81185	1.2832	182.11	20.430	6.5497e-06	0.0091775
91.145	0.39709	739.06	0.0013531	-93.578	-93.041	3.1741	1.0147	2.1550	706.50	-0.21038	9.8841e-05	0.11762	0.0058444	16.538	0.060468	61.457	85.468	5.1326	0.81225	1.2850	182.14	20.393	6.5586e-06	0.0091931
91.247	0.40046	738.52	0.0013541	-93.362	-92.820	3.1765	1.0143	2.1563	705.39	-0.20897	9.8523e-05	0.11742	0.0058231	16.672	0.059980	61.490	85.510	5.1309	0.81265	1.2868	182.17	20.355	6.5675e-06	0.0092088
91.348	0.40386	737.99	0.0013550	-93.147	-92.599	3.1788	1.0139	2.1576	704.27	-0.20756	9.8206e-05	0.11722	0.0058018	16.808	0.059496	61.523	85.552	5.1291	0.81306	1.2886	182.20	20.318	6.5764e-06	0.0092245
91.450	0.40729	737.45	0.0013560	-92.931	-92.378	3.1812	1.0135	2.1589	703.15	-0.20613	9.7890e-05	0.11702	0.0057805	16.944	0.059018	61.556	85.593	5.1273	0.81346	1.2904	182.23	20.281	6.5854e-06	0.0092403
91.552	0.41073	736.91	0.0013570	-92.715	-92.157	3.1836	1.0130	2.1603	702.03	-0.20470	9.7576e-05	0.11682	0.0057592	17.081	0.058544	61.589	85.634	5.1256	0.81387	1.2922	182.26	20.244	6.5943e-06	0.0092562
91.653	0.41419	736.38	0.0013580	-92.499	-91.936	3.1859	1.0126	2.1617	700.91	-0.20326	9.7263e-05	0.11662	0.0057379	17.219	0.058075	61.621	85.675	5.1238	0.81428	1.2941	182.28	20.207	6.6033e-06	0.0092722
91.755	0.41767	735.84	0.0013590	-92.282	-91.715	3.1883	1.0122	2.1630	699.79	-0.20180	9.6951e-05	0.11642	0.0057166	17.358	0.057610	61.654	85.716	5.1220	0.81469	1.2959	182.31	20.170	6.6122e-06	0.0092882
91.857	0.42118	735.30	0.0013600	-92.066	-91.493	3.1907	1.0118	2.1644	698.67	-0.20034	9.6641e-05	0.11622	0.0056954	17.498	0.057150	61.686	85.756	5.1203	0.81510	1.2978	182.34	20.134	6.6212e-06	0.0093043
91.958	0.42471	734.76	0.0013610	-91.850	-91.272	3.1930	1.0114	2.1658	697.55	-0.19887	9.6332e-05	0.11602	0.0056742	17.638	0.056694	61.718	85.796	5.1185	0.81551	1.2997	182.37	20.097	6.6302e-06	0.0093205
92.060	0.42826	734.22	0.0013620	-91.633	-91.050	3.1954	1.0110	2.1672	696.43	-0.19739	9.6024e-05	0.11582	0.0056530	17.780	0.056243	61.749	85.836	5.1168	0.81593	1.3016	182.39	20.061	6.6392e-06	0.0093367
92.162	0.43183	733.68	0.0013630	-91.416	-90.828	3.1977	1.0105	2.1686	695.30	-0.19590	9.5718e-05	0.11562	0.0056318	17.922	0.055796	61.780	85.875	5.1151	0.81635	1.3035	182.42	20.025	6.6482e-06	0.0093530
92.263	0.43542	733.14	0.0013640	-91.200	-90.606	3.2001	1.0101	2.1700	694.18	-0.19441	9.5412e-05	0.11542	0.0056106	18.066	0.055354	61.812	85.914	5.1133	0.81677	1.3055	182.44	19.988	6.6572e-06	0.0093694
92.365	0.43903	732.60	0.0013650	-90.983	-90.384	3.2024	1.0097	2.1715	693.05	-0.19290	9.5109e-05	0.11522	0.0055894	18.210	0.054916	61.843	85.952	5.1116	0.81719	1.3074	182.47	19.952	6.6663e-06	0.0093859
92.467	0.44267	732.05	0.0013660	-90.766	-90.161	3.2048	1.0093	2.1729	691.92	-0.19138	9.4806e-05	0.11502	0.0055683	18.355	0.054482	61.873	85.990	5.1098	0.81761	1.3093	182.49	19.917	6.6753e-06	0.0094024
92.568	0.44632	731.51	0.0013670	-90.549	-89.939	3.2072	1.0089	2.1744	690.80	-0.18985	9.4505e-05	0.11483	0.0055472	18.501	0.054052	61.904	86.028	5.1081	0.81804	1.3113	182.52	19.881	6.6844e-06	0.0094190
92.670	0.45000	730.97	0.0013681	-90.332	-89.716	3.2095	1.0085	2.1758	689.67	-0.18832	9.4205e-05	0.11463	0.0055261	18.648	0.053626	61.934	86.066	5.1064	0.81846	1.3133	182.54	19.845	6.6935e-06	0.0094357
