Temperature (K)	Pressure (MPa)	Density (l, kg/m3)	Volume (l, m3/kg)	Internal Energy (l, kJ/kg)	Enthalpy (l, kJ/kg)	Entropy (l, J/g*K)	Cv (l, J/g*K)	Cp (l, J/g*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, Pa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, kg/m3)	Volume (v, m3/kg)	Internal Energy (v, kJ/kg)	Enthalpy (v, kJ/kg)	Entropy (v, J/g*K)	Cv (v, J/g*K)	Cp (v, J/g*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, Pa*s)	Therm. Cond. (v, W/m*K)
19.600	0.080148	71.708	0.013945	-8.6711	-7.5535	-0.36310	5.6103	9.3575	1139.9	-1.0327	1.4188e-05	0.10261	0.0020701	1.0789	0.92683	369.98	444.26	22.689	6.4194	11.746	351.90	19.102	1.0318e-06	0.016273
19.700	0.082702	71.599	0.013967	-7.7455	-6.5905	-0.31590	5.6170	9.4097	1137.2	-1.0225	1.4070e-05	0.10279	0.0020538	1.1097	0.90112	370.34	444.86	22.601	6.4230	11.782	352.51	18.991	1.0378e-06	0.016377
19.800	0.085314	71.489	0.013988	-6.8152	-5.6218	-0.26870	5.6236	9.4625	1134.5	-1.0123	1.3953e-05	0.10296	0.0020376	1.1411	0.87631	370.70	445.46	22.513	6.4266	11.817	353.12	18.881	1.0439e-06	0.016481
19.900	0.087986	71.378	0.014010	-5.8800	-4.6474	-0.22150	5.6302	9.5157	1131.8	-1.0021	1.3838e-05	0.10313	0.0020213	1.1732	0.85237	371.05	446.05	22.427	6.4303	11.854	353.71	18.773	1.0500e-06	0.016586
20.000	0.090717	71.267	0.014032	-4.9400	-3.6671	-0.17428	5.6367	9.5694	1129.1	-0.99177	1.3725e-05	0.10329	0.0020051	1.2059	0.82926	371.40	446.63	22.341	6.4341	11.891	354.30	18.665	1.0561e-06	0.016692
20.100	0.093510	71.155	0.014054	-3.9952	-2.6810	-0.12706	5.6433	9.6236	1126.4	-0.98145	1.3613e-05	0.10345	0.0019888	1.2392	0.80695	371.74	447.20	22.255	6.4380	11.930	354.88	18.559	1.0622e-06	0.016798
20.200	0.096363	71.042	0.014076	-3.0455	-1.6890	-0.079820	5.6498	9.6784	1123.6	-0.97110	1.3503e-05	0.10359	0.0019726	1.2732	0.78540	372.08	447.76	22.170	6.4419	11.968	355.46	18.454	1.0683e-06	0.016904
20.300	0.099279	70.929	0.014099	-2.0908	-0.69111	-0.032568	5.6563	9.7337	1120.8	-0.96070	1.3394e-05	0.10373	0.0019564	1.3079	0.76457	372.41	448.32	22.086	6.4459	12.008	356.03	18.350	1.0744e-06	0.017011
20.400	0.10226	70.815	0.014121	-1.1312	0.31284	0.014701	5.6628	9.7896	1118.0	-0.95026	1.3287e-05	0.10387	0.0019401	1.3433	0.74445	372.74	448.87	22.003	6.4501	12.049	356.59	18.247	1.0805e-06	0.017119
20.500	0.10530	70.700	0.014144	-0.16655	1.3228	0.061987	5.6692	9.8461	1115.2	-0.93978	1.3180e-05	0.10399	0.0019239	1.3793	0.72499	373.06	449.41	21.920	6.4543	12.090	357.15	18.146	1.0867e-06	0.017227
20.600	0.10841	70.585	0.014167	0.80312	2.3390	0.10929	5.6757	9.9031	1112.3	-0.92926	1.3076e-05	0.10411	0.0019077	1.4161	0.70618	373.38	449.94	21.837	6.4586	12.133	357.70	18.045	1.0928e-06	0.017335
20.700	0.11158	70.469	0.014191	1.7779	3.3613	0.15662	5.6821	9.9607	1109.5	-0.91869	1.2972e-05	0.10423	0.0018915	1.4535	0.68799	373.69	450.46	21.755	6.4629	12.176	358.24	17.945	1.0990e-06	0.017444
20.800	0.11482	70.352	0.014214	2.7577	4.3898	0.20397	5.6886	10.019	1106.6	-0.90808	1.2870e-05	0.10434	0.0018754	1.4917	0.67039	374.00	450.97	21.674	6.4674	12.220	358.78	17.846	1.1052e-06	0.017554
20.900	0.11813	70.235	0.014238	3.7428	5.4246	0.25135	5.6950	10.078	1103.7	-0.89742	1.2770e-05	0.10444	0.0018592	1.5306	0.65335	374.30	451.47	21.593	6.4720	12.265	359.31	17.748	1.1114e-06	0.017664
21.000	0.12150	70.117	0.014262	4.7330	6.4658	0.29875	5.7014	10.137	1100.7	-0.88670	1.2670e-05	0.10454	0.0018430	1.5702	0.63686	374.59	451.97	21.513	6.4766	12.311	359.83	17.650	1.1176e-06	0.017775
21.100	0.12494	69.998	0.014286	5.7284	7.5134	0.34618	5.7077	10.197	1097.8	-0.87593	1.2572e-05	0.10463	0.0018269	1.6106	0.62090	374.88	452.46	21.434	6.4814	12.358	360.35	17.554	1.1238e-06	0.017886
21.200	0.12845	69.879	0.014311	6.7292	8.5674	0.39365	5.7141	10.258	1094.8	-0.86511	1.2475e-05	0.10471	0.0018107	1.6517	0.60544	375.16	452.93	21.354	6.4863	12.406	360.86	17.459	1.1300e-06	0.017998
21.300	0.13203	69.758	0.014335	7.7353	9.6280	0.44114	5.7205	10.320	1091.8	-0.85424	1.2379e-05	0.10479	0.0017946	1.6936	0.59047	375.44	453.40	21.276	6.4912	12.455	361.36	17.364	1.1363e-06	0.018111
21.400	0.13568	69.637	0.014360	8.7467	10.695	0.48867	5.7268	10.382	1088.8	-0.84330	1.2284e-05	0.10486	0.0017785	1.7362	0.57596	375.71	453.86	21.197	6.4963	12.505	361.86	17.270	1.1426e-06	0.018224
21.500	0.13941	69.516	0.014385	9.7636	11.769	0.53624	5.7332	10.445	1085.8	-0.83231	1.2190e-05	0.10493	0.0017623	1.7797	0.56190	375.98	454.31	21.120	6.5015	12.557	362.35	17.177	1.1489e-06	0.018338
21.600	0.14320	69.393	0.014411	10.786	12.850	0.58384	5.7395	10.509	1082.7	-0.82125	1.2097e-05	0.10500	0.0017462	1.8239	0.54826	376.24	454.75	21.042	6.5068	12.609	362.83	17.085	1.1552e-06	0.018452
21.700	0.14707	69.270	0.014436	11.814	13.937	0.63149	5.7458	10.573	1079.6	-0.81013	1.2006e-05	0.10505	0.0017301	1.8690	0.53505	376.49	455.18	20.965	6.5122	12.662	363.30	16.993	1.1615e-06	0.018567
21.800	0.15101	69.146	0.014462	12.847	15.031	0.67918	5.7521	10.638	1076.5	-0.79894	1.1915e-05	0.10510	0.0017140	1.9149	0.52223	376.74	455.60	20.889	6.5176	12.717	363.77	16.902	1.1678e-06	0.018683
21.900	0.15503	69.021	0.014488	13.886	16.132	0.72691	5.7585	10.704	1073.4	-0.78769	1.1826e-05	0.10515	0.0016979	1.9616	0.50980	376.98	456.01	20.813	6.5233	12.773	364.24	16.812	1.1742e-06	0.018800
22.000	0.15913	68.895	0.014515	14.931	17.240	0.77469	5.7648	10.771	1070.2	-0.77637	1.1737e-05	0.10519	0.0016819	2.0091	0.49773	377.21	456.41	20.737	6.5290	12.829	364.69	16.723	1.1806e-06	0.018917
22.100	0.16329	68.769	0.014541	15.981	18.356	0.82252	5.7711	10.839	1067.1	-0.76497	1.1650e-05	0.10523	0.0016658	2.0575	0.48603	377.44	456.81	20.662	6.5348	12.888	365.14	16.634	1.1870e-06	0.019035
22.200	0.16754	68.642	0.014568	17.037	19.478	0.87040	5.7773	10.907	1063.9	-0.75350	1.1563e-05	0.10526	0.0016497	2.1068	0.47466	377.66	457.19	20.587	6.5407	12.947	365.58	16.546	1.1934e-06	0.019153
22.300	0.17187	68.514	0.014596	18.099	20.608	0.91834	5.7836	10.977	1060.7	-0.74195	1.1478e-05	0.10528	0.0016337	2.1569	0.46363	377.88	457.56	20.513	6.5468	13.008	366.02	16.459	1.1998e-06	0.019273
22.400	0.17627	68.385	0.014623	19.167	21.744	0.96633	5.7899	11.047	1057.4	-0.73032	1.1393e-05	0.10531	0.0016176	2.2079	0.45291	378.09	457.92	20.438	6.5530	13.070	366.45	16.372	1.2063e-06	0.019393
22.500	0.18075	68.255	0.014651	20.240	22.889	1.0144	5.7962	11.118	1054.1	-0.71861	1.1309e-05	0.10532	0.0016016	2.2598	0.44251	378.29	458.27	20.365	6.5593	13.133	366.87	16.286	1.2128e-06	0.019513
22.600	0.18531	68.125	0.014679	21.320	24.040	1.0625	5.8024	11.191	1050.9	-0.70681	1.1226e-05	0.10533	0.0015856	2.3127	0.43240	378.48	458.61	20.291	6.5657	13.198	367.28	16.200	1.2193e-06	0.019635
22.700	0.18996	67.993	0.014707	22.406	25.200	1.1106	5.8087	11.264	1047.5	-0.69493	1.1144e-05	0.10534	0.0015696	2.3665	0.42257	378.67	458.94	20.218	6.5722	13.264	367.69	16.115	1.2258e-06	0.019757
22.800	0.19468	67.861	0.014736	23.498	26.366	1.1589	5.8149	11.338	1044.2	-0.68296	1.1063e-05	0.10534	0.0015536	2.4212	0.41302	378.85	459.26	20.146	6.5788	13.331	368.09	16.031	1.2323e-06	0.019881
22.900	0.19949	67.728	0.014765	24.596	27.541	1.2072	5.8212	11.413	1040.8	-0.67089	1.0982e-05	0.10534	0.0015376	2.4768	0.40374	379.03	459.57	20.073	6.5856	13.401	368.49	15.947	1.2389e-06	0.020005
23.000	0.20438	67.594	0.014794	25.700	28.723	1.2555	5.8274	11.489	1037.5	-0.65873	1.0903e-05	0.10533	0.0015216	2.5335	0.39472	379.20	459.87	20.001	6.5925	13.471	368.87	15.864	1.2455e-06	0.020130
23.100	0.20936	67.459	0.014824	26.810	29.914	1.3040	5.8337	11.567	1034.0	-0.64647	1.0824e-05	0.10532	0.0015057	2.5911	0.38594	379.36	460.16	19.929	6.5995	13.544	369.26	15.781	1.2521e-06	0.020255
23.200	0.21442	67.323	0.014854	27.927	31.112	1.3525	5.8399	11.645	1030.6	-0.63411	1.0746e-05	0.10530	0.0014897	2.6497	0.37740	379.51	460.43	19.858	6.6066	13.617	369.63	15.699	1.2588e-06	0.020382
23.300	0.21957	67.186	0.014884	29.050	32.318	1.4011	5.8461	11.725	1027.2	-0.62164	1.0669e-05	0.10528	0.0014737	2.7093	0.36910	379.65	460.70	19.786	6.6139	13.693	370.00	15.618	1.2655e-06	0.020509
23.400	0.22480	67.048	0.014915	30.180	33.533	1.4498	5.8523	11.806	1023.7	-0.60907	1.0592e-05	0.10525	0.0014578	2.7699	0.36102	379.79	460.95	19.716	6.6213	13.770	370.36	15.537	1.2722e-06	0.020638
23.500	0.23013	66.910	0.014946	31.316	34.755	1.4985	5.8586	11.888	1020.2	-0.59639	1.0516e-05	0.10522	0.0014419	2.8316	0.35315	379.92	461.19	19.645	6.6288	13.849	370.71	15.456	1.2789e-06	0.020767
23.600	0.23553	66.770	0.014977	32.459	35.986	1.5474	5.8648	11.971	1016.6	-0.58359	1.0441e-05	0.10518	0.0014260	2.8944	0.34550	380.05	461.42	19.574	6.6364	13.930	371.06	15.376	1.2857e-06	0.020897
23.700	0.24103	66.629	0.015008	33.608	37.226	1.5963	5.8710	12.056	1013.1	-0.57067	1.0367e-05	0.10515	0.0014101	2.9582	0.33804	380.16	461.64	19.504	6.6442	14.013	371.40	15.296	1.2924e-06	0.021029
23.800	0.24662	66.488	0.015040	34.765	38.474	1.6453	5.8772	12.142	1009.5	-0.55763	1.0293e-05	0.10510	0.0013942	3.0231	0.33078	380.27	461.85	19.434	6.6521	14.098	371.73	15.217	1.2993e-06	0.021161
23.900	0.25230	66.345	0.015073	35.928	39.731	1.6944	5.8834	12.230	1005.8	-0.54447	1.0220e-05	0.10505	0.0013783	3.0891	0.32371	380.37	462.05	19.364	6.6602	14.184	372.06	15.139	1.3061e-06	0.021294
24.000	0.25807	66.201	0.015105	37.098	40.996	1.7436	5.8896	12.318	1002.2	-0.53118	1.0147e-05	0.10500	0.0013624	3.1563	0.31683	380.46	462.23	19.295	6.6683	14.273	372.37	15.061	1.3130e-06	0.021428
24.100	0.26394	66.056	0.015139	38.275	42.270	1.7929	5.8959	12.409	998.53	-0.51775	1.0075e-05	0.10494	0.0013466	3.2246	0.31012	380.55	462.40	19.226	6.6766	14.364	372.69	14.983	1.3199e-06	0.021564
24.200	0.26989	65.911	0.015172	39.459	43.554	1.8423	5.9021	12.501	994.83	-0.50419	1.0004e-05	0.10488	0.0013307	3.2940	0.30358	380.62	462.56	19.157	6.6851	14.457	372.99	14.906	1.3268e-06	0.021700
24.300	0.27594	65.764	0.015206	40.650	44.846	1.8918	5.9083	12.594	991.10	-0.49048	9.9333e-06	0.10482	0.0013149	3.3647	0.29720	380.69	462.70	19.088	6.6936	14.552	373.29	14.829	1.3338e-06	0.021838
24.400	0.28209	65.616	0.015240	41.849	46.148	1.9414	5.9145	12.689	987.35	-0.47663	9.8632e-06	0.10475	0.0012990	3.4365	0.29099	380.75	462.84	19.019	6.7024	14.650	373.58	14.752	1.3408e-06	0.021976
24.500	0.28833	65.467	0.015275	43.055	47.459	1.9912	5.9207	12.786	983.57	-0.46263	9.7937e-06	0.10467	0.0012832	3.5096	0.28493	380.80	462.96	18.950	6.7112	14.750	373.87	14.676	1.3479e-06	0.022116
24.600	0.29467	65.316	0.015310	44.268	48.780	2.0410	5.9270	12.884	979.75	-0.44847	9.7248e-06	0.10459	0.0012674	3.5839	0.27903	380.84	463.06	18.882	6.7202	14.852	374.15	14.601	1.3550e-06	0.022257
24.700	0.30110	65.165	0.015346	45.489	50.110	2.0910	5.9332	12.985	975.91	-0.43416	9.6564e-06	0.10451	0.0012516	3.6594	0.27327	380.88	463.16	18.814	6.7293	14.957	374.42	14.525	1.3621e-06	0.022399
24.800	0.30763	65.012	0.015382	46.718	51.450	2.1410	5.9394	13.087	972.04	-0.41967	9.5885e-06	0.10442	0.0012359	3.7363	0.26764	380.90	463.24	18.745	6.7386	15.065	374.68	14.450	1.3692e-06	0.022542
24.900	0.31427	64.858	0.015418	47.954	52.800	2.1913	5.9457	13.191	968.14	-0.40502	9.5212e-06	0.10433	0.0012201	3.8145	0.26216	380.92	463.30	18.677	6.7480	15.175	374.94	14.376	1.3764e-06	0.022687
25.000	0.32100	64.703	0.015455	49.198	54.159	2.2416	5.9519	13.297	964.20	-0.39020	9.4544e-06	0.10424	0.0012043	3.8939	0.25681	380.92	463.36	18.609	6.7576	15.289	375.19	14.302	1.3837e-06	0.022832
25.100	0.32783	64.547	0.015493	50.451	55.529	2.2921	5.9582	13.405	960.24	-0.37519	9.3880e-06	0.10414	0.0011886	3.9748	0.25159	380.92	463.40	18.542	6.7673	15.405	375.43	14.228	1.3909e-06	0.022980
25.200	0.33476	64.390	0.015530	51.711	56.910	2.3427	5.9645	13.516	956.24	-0.35999	9.3222e-06	0.10404	0.0011729	4.0570	0.24649	380.91	463.42	18.474	6.7772	15.524	375.67	14.154	1.3982e-06	0.023128
25.300	0.34180	64.231	0.015569	52.979	58.301	2.3934	5.9708	13.628	952.22	-0.34460	9.2568e-06	0.10393	0.0011572	4.1406	0.24151	380.88	463.43	18.406	6.7872	15.646	375.90	14.081	1.4056e-06	0.023278
25.400	0.34894	64.071	0.015608	54.256	59.702	2.4443	5.9771	13.743	948.16	-0.32902	9.1919e-06	0.10382	0.0011414	4.2257	0.23665	380.85	463.43	18.339	6.7974	15.772	376.12	14.008	1.4130e-06	0.023429
25.500	0.35618	63.909	0.015647	55.541	61.114	2.4954	5.9834	13.860	944.07	-0.31323	9.1275e-06	0.10370	0.0011258	4.3122	0.23190	380.81	463.41	18.272	6.8077	15.901	376.34	13.936	1.4205e-06	0.023582
25.600	0.36353	63.746	0.015687	56.835	62.538	2.5466	5.9898	13.980	939.94	-0.29722	9.0635e-06	0.10358	0.0011101	4.4002	0.22726	380.76	463.37	18.204	6.8182	16.034	376.55	13.863	1.4279e-06	0.023736
25.700	0.37098	63.582	0.015728	58.137	63.972	2.5979	5.9961	14.103	935.78	-0.28100	8.9999e-06	0.10346	0.0010944	4.4897	0.22273	380.69	463.32	18.137	6.8289	16.170	376.75	13.791	1.4355e-06	0.023892
25.800	0.37854	63.417	0.015769	59.448	65.418	2.6494	6.0025	14.228	931.59	-0.26455	8.9367e-06	0.10333	0.0010788	4.5807	0.21831	380.62	463.26	18.070	6.8397	16.310	376.95	13.720	1.4431e-06	0.024049
25.900	0.38621	63.250	0.015810	60.769	66.875	2.7011	6.0089	14.356	927.36	-0.24786	8.8740e-06	0.10320	0.0010631	4.6733	0.21398	380.54	463.18	18.002	6.8506	16.455	377.14	13.648	1.4507e-06	0.024208
26.000	0.39399	63.081	0.015853	62.098	68.344	2.7530	6.0154	14.486	923.09	-0.23094	8.8116e-06	0.10306	0.0010475	4.7675	0.20975	380.44	463.08	17.935	6.8618	16.603	377.32	13.577	1.4584e-06	0.024369
26.100	0.40187	62.911	0.015895	63.437	69.825	2.8050	6.0218	14.620	918.80	-0.21376	8.7496e-06	0.10292	0.0010319	4.8634	0.20562	380.34	462.97	17.868	6.8731	16.755	377.50	13.506	1.4662e-06	0.024531
26.200	0.40986	62.739	0.015939	64.785	71.317	2.8573	6.0283	14.757	914.46	-0.19633	8.6880e-06	0.10278	0.0010163	4.9609	0.20158	380.22	462.84	17.801	6.8846	16.912	377.66	13.435	1.4740e-06	0.024695
26.300	0.41797	62.566	0.015983	66.142	72.823	2.9097	6.0349	14.898	910.09	-0.17862	8.6267e-06	0.10263	0.0010007	5.0601	0.19762	380.09	462.69	17.734	6.8962	17.074	377.83	13.365	1.4818e-06	0.024861
26.400	0.42619	62.391	0.016028	67.510	74.341	2.9623	6.0414	15.042	905.67	-0.16065	8.5658e-06	0.10248	0.00098518	5.1611	0.19376	379.95	462.53	17.666	6.9081	17.241	377.98	13.294	1.4898e-06	0.025028
26.500	0.43452	62.215	0.016073	68.887	75.871	3.0151	6.0480	15.189	901.22	-0.14238	8.5053e-06	0.10232	0.00096963	5.2638	0.18998	379.80	462.35	17.599	6.9201	17.413	378.13	13.224	1.4977e-06	0.025198
26.600	0.44296	62.037	0.016119	70.274	77.415	3.0681	6.0547	15.340	896.73	-0.12382	8.4450e-06	0.10216	0.00095410	5.3684	0.18628	379.64	462.15	17.532	6.9323	17.590	378.27	13.154	1.5058e-06	0.025369
26.700	0.45152	61.857	0.016166	71.672	78.972	3.1213	6.0614	15.495	892.20	-0.10495	8.3851e-06	0.10199	0.00093858	5.4748	0.18265	379.46	461.93	17.465	6.9447	17.772	378.41	13.084	1.5139e-06	0.025543
26.800	0.46019	61.676	0.016214	73.080	80.542	3.1748	6.0682	15.655	887.63	-0.085769	8.3255e-06	0.10182	0.00092308	5.5831	0.17911	379.27	461.70	17.397	6.9573	17.961	378.53	13.014	1.5221e-06	0.025718
26.900	0.46898	61.492	0.016262	74.499	82.126	3.2285	6.0750	15.818	883.02	-0.066255	8.2661e-06	0.10165	0.00090759	5.6934	0.17564	379.07	461.44	17.330	6.9700	18.156	378.65	12.945	1.5303e-06	0.025896
27.000	0.47789	61.307	0.016311	75.929	83.724	3.2824	6.0819	15.987	878.37	-0.046401	8.2071e-06	0.10147	0.00089212	5.8057	0.17225	378.86	461.17	17.262	6.9830	18.357	378.77	12.875	1.5387e-06	0.026075
27.100	0.48691	61.120	0.016361	77.370	85.337	3.3366	6.0888	16.160	873.67	-0.026192	8.1483e-06	0.10129	0.00087667	5.9199	0.16892	378.63	460.88	17.194	6.9962	18.565	378.88	12.806	1.5471e-06	0.026258
27.200	0.49605	60.931	0.016412	78.823	86.964	3.3910	6.0958	16.338	868.93	-0.0056175	8.0898e-06	0.10110	0.00086123	6.0363	0.16566	378.39	460.57	17.126	7.0095	18.780	378.98	12.736	1.5556e-06	0.026442
27.300	0.50532	60.740	0.016464	80.287	88.606	3.4457	6.1029	16.521	864.14	0.015338	8.0315e-06	0.10091	0.00084581	6.1548	0.16247	378.13	460.23	17.058	7.0231	19.002	379.07	12.667	1.5641e-06	0.026629
27.400	0.51470	60.546	0.016516	81.763	90.263	3.5006	6.1100	16.710	859.31	0.036688	7.9735e-06	0.10071	0.00083041	6.2755	0.15935	377.86	459.88	16.990	7.0369	19.232	379.16	12.598	1.5728e-06	0.026818
27.500	0.52421	60.351	0.016570	83.251	91.936	3.5558	6.1173	16.904	854.43	0.058449	7.9157e-06	0.10051	0.00081502	6.3985	0.15629	377.58	459.50	16.922	7.0510	19.471	379.24	12.528	1.5815e-06	0.027010
27.600	0.53383	60.154	0.016624	84.751	93.625	3.6113	6.1246	17.105	849.50	0.080636	7.8581e-06	0.10030	0.00079966	6.5237	0.15329	377.27	459.10	16.853	7.0652	19.718	379.31	12.459	1.5904e-06	0.027205
27.700	0.54358	59.954	0.016679	86.264	95.331	3.6671	6.1321	17.312	844.52	0.10327	7.8007e-06	0.10009	0.00078431	6.6514	0.15034	376.96	458.68	16.785	7.0797	19.974	379.38	12.390	1.5993e-06	0.027402
27.800	0.55346	59.752	0.016736	87.790	97.053	3.7232	6.1396	17.526	839.49	0.12636	7.7435e-06	0.099876	0.00076898	6.7814	0.14746	376.63	458.24	16.716	7.0944	20.240	379.44	12.320	1.6083e-06	0.027602
27.900	0.56346	59.548	0.016793	89.330	98.792	3.7797	6.1473	17.747	834.42	0.14993	7.6865e-06	0.099656	0.00075366	6.9140	0.14463	376.28	457.78	16.646	7.1094	20.517	379.49	12.251	1.6175e-06	0.027805
28.000	0.57359	59.341	0.016852	90.883	100.55	3.8364	6.1550	17.976	829.28	0.17399	7.6296e-06	0.099431	0.00073837	7.0491	0.14186	375.91	457.29	16.577	7.1246	20.804	379.54	12.181	1.6268e-06	0.028011
28.100	0.58385	59.132	0.016911	92.450	102.32	3.8935	6.1629	18.213	824.10	0.19858	7.5729e-06	0.099201	0.00072309	7.1869	0.13914	375.53	456.77	16.507	7.1401	21.102	379.58	12.112	1.6361e-06	0.028220
28.200	0.59423	58.920	0.016972	94.032	104.12	3.9510	6.1710	18.459	818.86	0.22371	7.5164e-06	0.098966	0.00070784	7.3274	0.13647	375.13	456.23	16.437	7.1558	21.413	379.61	12.042	1.6456e-06	0.028433
28.300	0.60474	58.705	0.017034	95.628	105.93	4.0088	6.1791	18.713	813.56	0.24941	7.4599e-06	0.098725	0.00069261	7.4707	0.13386	374.72	455.66	16.367	7.1718	21.737	379.64	11.972	1.6553e-06	0.028649
28.400	0.61539	58.488	0.017097	97.240	107.76	4.0670	6.1875	18.978	808.20	0.27569	7.4036e-06	0.098480	0.00067739	7.6169	0.13129	374.28	455.07	16.296	7.1881	22.074	379.66	11.902	1.6650e-06	0.028869
28.500	0.62616	58.268	0.017162	98.867	109.61	4.1256	6.1960	19.252	802.79	0.30259	7.3474e-06	0.098229	0.00066220	7.7661	0.12876	373.82	454.45	16.225	7.2046	22.426	379.67	11.832	1.6749e-06	0.029092
28.600	0.63707	58.045	0.017228	100.51	111.49	4.1846	6.2046	19.538	797.31	0.33013	7.2913e-06	0.097973	0.00064703	7.9184	0.12629	373.35	453.80	16.154	7.2215	22.794	379.68	11.761	1.6850e-06	0.029319
28.700	0.64811	57.819	0.017295	102.17	113.38	4.2441	6.2135	19.836	791.77	0.35834	7.2352e-06	0.097711	0.00063188	8.0738	0.12386	372.85	453.13	16.082	7.2386	23.178	379.68	11.690	1.6952e-06	0.029550
28.800	0.65929	57.590	0.017364	103.85	115.30	4.3040	6.2226	20.146	786.17	0.38726	7.1792e-06	0.097444	0.00061675	8.2326	0.12147	372.33	452.42	16.010	7.2561	23.581	379.67	11.619	1.7056e-06	0.029785
28.900	0.67060	57.357	0.017435	105.54	117.23	4.3643	6.2319	20.469	780.49	0.41691	7.1232e-06	0.097170	0.00060164	8.3947	0.11912	371.80	451.68	15.937	7.2739	24.002	379.66	11.548	1.7162e-06	0.030025
