Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
300.00	0.10000	1.2837	0.77902	194.81	272.71	6.4163	0.65873	0.91987	329.72	2.6530	2.0561e-05	0.026657	0
301.00	0.10000	1.2794	0.78162	195.47	273.63	6.4193	0.65888	0.92001	330.26	2.6358	2.0616e-05	0.026737	0
302.00	0.10000	1.2751	0.78423	196.13	274.55	6.4224	0.65903	0.92015	330.80	2.6187	2.0671e-05	0.026818	0
303.00	0.10000	1.2709	0.78683	196.79	275.48	6.4254	0.65919	0.92030	331.34	2.6018	2.0726e-05	0.026898	0
304.00	0.10000	1.2667	0.78944	197.45	276.40	6.4285	0.65935	0.92045	331.88	2.5849	2.0781e-05	0.026979	0
305.00	0.10000	1.2626	0.79204	198.11	277.32	6.4315	0.65951	0.92060	332.41	2.5682	2.0836e-05	0.027059	0
306.00	0.10000	1.2584	0.79464	198.77	278.24	6.4345	0.65967	0.92075	332.95	2.5517	2.0890e-05	0.027140	0
307.00	0.10000	1.2543	0.79725	199.43	279.16	6.4375	0.65984	0.92091	333.48	2.5352	2.0945e-05	0.027220	0
308.00	0.10000	1.2502	0.79985	200.09	280.08	6.4405	0.66000	0.92106	334.01	2.5189	2.1000e-05	0.027301	0
309.00	0.10000	1.2462	0.80246	200.75	281.00	6.4435	0.66017	0.92122	334.54	2.5027	2.1054e-05	0.027381	0
310.00	0.10000	1.2421	0.80506	201.41	281.92	6.4465	0.66034	0.92138	335.07	2.4867	2.1108e-05	0.027462	0
311.00	0.10000	1.2381	0.80767	202.08	282.84	6.4494	0.66050	0.92154	335.60	2.4707	2.1163e-05	0.027542	0
312.00	0.10000	1.2342	0.81027	202.74	283.76	6.4524	0.66068	0.92170	336.13	2.4549	2.1217e-05	0.027622	0
313.00	0.10000	1.2302	0.81288	203.40	284.69	6.4553	0.66085	0.92186	336.66	2.4392	2.1271e-05	0.027703	0
314.00	0.10000	1.2263	0.81548	204.06	285.61	6.4583	0.66102	0.92203	337.18	2.4236	2.1325e-05	0.027783	0
315.00	0.10000	1.2224	0.81808	204.72	286.53	6.4612	0.66120	0.92220	337.71	2.4082	2.1380e-05	0.027863	0
316.00	0.10000	1.2185	0.82069	205.38	287.45	6.4641	0.66138	0.92237	338.23	2.3928	2.1434e-05	0.027944	0
317.00	0.10000	1.2146	0.82329	206.05	288.37	6.4670	0.66156	0.92254	338.75	2.3776	2.1488e-05	0.028024	0
318.00	0.10000	1.2108	0.82590	206.71	289.30	6.4700	0.66174	0.92271	339.28	2.3625	2.1541e-05	0.028104	0
319.00	0.10000	1.2070	0.82850	207.37	290.22	6.4728	0.66192	0.92288	339.80	2.3474	2.1595e-05	0.028185	0
320.00	0.10000	1.2032	0.83110	208.03	291.14	6.4757	0.66210	0.92306	340.32	2.3325	2.1649e-05	0.028265	0
321.00	0.10000	1.1995	0.83371	208.70	292.07	6.4786	0.66229	0.92324	340.84	2.3178	2.1703e-05	0.028345	0
322.00	0.10000	1.1957	0.83631	209.36	292.99	6.4815	0.66248	0.92341	341.35	2.3031	2.1756e-05	0.028426	0
323.00	0.10000	1.1920	0.83892	210.02	293.91	6.4844	0.66267	0.92359	341.87	2.2885	2.1810e-05	0.028506	0
324.00	0.10000	1.1883	0.84152	210.68	294.84	6.4872	0.66286	0.92378	342.39	2.2740	2.1863e-05	0.028586	0
325.00	0.10000	1.1847	0.84412	211.35	295.76	6.4901	0.66305	0.92396	342.90	2.2597	2.1917e-05	0.028666	0
326.00	0.10000	1.1810	0.84673	212.01	296.68	6.4929	0.66324	0.92415	343.42	2.2454	2.1970e-05	0.028747	0
327.00	0.10000	1.1774	0.84933	212.68	297.61	6.4957	0.66343	0.92433	343.93	2.2312	2.2023e-05	0.028827	0
328.00	0.10000	1.1738	0.85193	213.34	298.53	6.4985	0.66363	0.92452	344.44	2.2172	2.2077e-05	0.028907	0
329.00	0.10000	1.1702	0.85454	214.00	299.46	6.5014	0.66383	0.92471	344.95	2.2032	2.2130e-05	0.028987	0
330.00	0.10000	1.1667	0.85714	214.67	300.38	6.5042	0.66403	0.92490	345.46	2.1894	2.2183e-05	0.029068	0
331.00	0.10000	1.1631	0.85974	215.33	301.31	6.5070	0.66423	0.92510	345.97	2.1756	2.2236e-05	0.029148	0
332.00	0.10000	1.1596	0.86235	216.00	302.23	6.5098	0.66443	0.92529	346.48	2.1619	2.2289e-05	0.029228	0
333.00	0.10000	1.1561	0.86495	216.66	303.16	6.5125	0.66463	0.92549	346.99	2.1484	2.2342e-05	0.029308	0
334.00	0.10000	1.1527	0.86755	217.33	304.08	6.5153	0.66484	0.92568	347.50	2.1349	2.2395e-05	0.029389	0
335.00	0.10000	1.1492	0.87016	217.99	305.01	6.5181	0.66505	0.92588	348.00	2.1215	2.2447e-05	0.029469	0
336.00	0.10000	1.1458	0.87276	218.66	305.94	6.5208	0.66525	0.92608	348.51	2.1082	2.2500e-05	0.029549	0
337.00	0.10000	1.1424	0.87536	219.33	306.86	6.5236	0.66546	0.92629	349.01	2.0951	2.2553e-05	0.029629	0
338.00	0.10000	1.1390	0.87797	219.99	307.79	6.5263	0.66567	0.92649	349.51	2.0820	2.2605e-05	0.029710	0
339.00	0.10000	1.1356	0.88057	220.66	308.71	6.5291	0.66589	0.92670	350.01	2.0690	2.2658e-05	0.029790	0
340.00	0.10000	1.1323	0.88317	221.32	309.64	6.5318	0.66610	0.92690	350.52	2.0560	2.2710e-05	0.029870	0
341.00	0.10000	1.1290	0.88578	221.99	310.57	6.5345	0.66631	0.92711	351.02	2.0432	2.2763e-05	0.029950	0
342.00	0.10000	1.1256	0.88838	222.66	311.50	6.5372	0.66653	0.92732	351.52	2.0305	2.2815e-05	0.030030	0
343.00	0.10000	1.1224	0.89098	223.32	312.42	6.5400	0.66675	0.92753	352.01	2.0178	2.2867e-05	0.030111	0
344.00	0.10000	1.1191	0.89359	223.99	313.35	6.5427	0.66697	0.92774	352.51	2.0053	2.2919e-05	0.030191	0
345.00	0.10000	1.1158	0.89619	224.66	314.28	6.5454	0.66719	0.92796	353.01	1.9928	2.2972e-05	0.030271	0
346.00	0.10000	1.1126	0.89879	225.33	315.21	6.5480	0.66741	0.92817	353.50	1.9804	2.3024e-05	0.030351	0
347.00	0.10000	1.1094	0.90140	226.00	316.13	6.5507	0.66763	0.92839	354.00	1.9681	2.3076e-05	0.030432	0
348.00	0.10000	1.1062	0.90400	226.66	317.06	6.5534	0.66786	0.92861	354.49	1.9559	2.3128e-05	0.030512	0
349.00	0.10000	1.1030	0.90660	227.33	317.99	6.5561	0.66808	0.92883	354.98	1.9437	2.3179e-05	0.030592	0
350.00	0.10000	1.0999	0.90920	228.00	318.92	6.5587	0.66831	0.92905	355.48	1.9317	2.3231e-05	0.030672	0
