Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
297.00	0.10000	1.1347	0.88133	219.94	308.07	6.8352	0.74312	1.0413	351.39	2.1668	1.7759e-05	0.025657	0
298.00	0.10000	1.1308	0.88430	220.68	309.11	6.8387	0.74313	1.0413	351.98	2.1510	1.7805e-05	0.025724	0
299.00	0.10000	1.1270	0.88728	221.43	310.16	6.8422	0.74315	1.0413	352.57	2.1353	1.7851e-05	0.025791	0
300.00	0.10000	1.1233	0.89025	222.17	311.20	6.8457	0.74316	1.0413	353.16	2.1197	1.7897e-05	0.025858	0
301.00	0.10000	1.1195	0.89323	222.92	312.24	6.8491	0.74318	1.0413	353.75	2.1042	1.7943e-05	0.025925	0
302.00	0.10000	1.1158	0.89620	223.66	313.28	6.8526	0.74320	1.0413	354.33	2.0889	1.7989e-05	0.025992	0
303.00	0.10000	1.1121	0.89918	224.40	314.32	6.8560	0.74321	1.0414	354.92	2.0736	1.8035e-05	0.026058	0
304.00	0.10000	1.1085	0.90215	225.15	315.36	6.8594	0.74323	1.0414	355.51	2.0585	1.8081e-05	0.026125	0
305.00	0.10000	1.1048	0.90512	225.89	316.40	6.8629	0.74325	1.0414	356.09	2.0435	1.8127e-05	0.026191	0
306.00	0.10000	1.1012	0.90810	226.63	317.44	6.8663	0.74326	1.0414	356.67	2.0287	1.8172e-05	0.026258	0
307.00	0.10000	1.0976	0.91107	227.38	318.49	6.8697	0.74328	1.0414	357.25	2.0139	1.8218e-05	0.026324	0
308.00	0.10000	1.0940	0.91405	228.12	319.53	6.8731	0.74330	1.0414	357.84	1.9992	1.8263e-05	0.026390	0
309.00	0.10000	1.0905	0.91702	228.87	320.57	6.8764	0.74332	1.0414	358.42	1.9847	1.8309e-05	0.026456	0
310.00	0.10000	1.0870	0.92000	229.61	321.61	6.8798	0.74334	1.0414	358.99	1.9703	1.8354e-05	0.026523	0
311.00	0.10000	1.0835	0.92297	230.35	322.65	6.8832	0.74336	1.0414	359.57	1.9560	1.8400e-05	0.026589	0
312.00	0.10000	1.0800	0.92595	231.10	323.69	6.8865	0.74338	1.0414	360.15	1.9418	1.8445e-05	0.026654	0
313.00	0.10000	1.0765	0.92892	231.84	324.73	6.8898	0.74340	1.0414	360.73	1.9277	1.8490e-05	0.026720	0
314.00	0.10000	1.0731	0.93189	232.59	325.78	6.8931	0.74342	1.0415	361.30	1.9137	1.8536e-05	0.026786	0
315.00	0.10000	1.0697	0.93487	233.33	326.82	6.8965	0.74344	1.0415	361.88	1.8998	1.8581e-05	0.026852	0
316.00	0.10000	1.0663	0.93784	234.07	327.86	6.8998	0.74346	1.0415	362.45	1.8860	1.8626e-05	0.026917	0
317.00	0.10000	1.0629	0.94082	234.82	328.90	6.9031	0.74349	1.0415	363.02	1.8723	1.8671e-05	0.026983	0
318.00	0.10000	1.0596	0.94379	235.56	329.94	6.9063	0.74351	1.0415	363.59	1.8587	1.8716e-05	0.027048	0
319.00	0.10000	1.0562	0.94676	236.31	330.98	6.9096	0.74353	1.0415	364.16	1.8453	1.8761e-05	0.027114	0
320.00	0.10000	1.0529	0.94974	237.05	332.02	6.9129	0.74356	1.0415	364.73	1.8319	1.8806e-05	0.027179	0
321.00	0.10000	1.0496	0.95271	237.80	333.07	6.9161	0.74358	1.0415	365.30	1.8186	1.8850e-05	0.027244	0
322.00	0.10000	1.0464	0.95569	238.54	334.11	6.9194	0.74361	1.0416	365.87	1.8054	1.8895e-05	0.027309	0
323.00	0.10000	1.0431	0.95866	239.28	335.15	6.9226	0.74363	1.0416	366.43	1.7923	1.8940e-05	0.027375	0
324.00	0.10000	1.0399	0.96163	240.03	336.19	6.9258	0.74366	1.0416	367.00	1.7793	1.8984e-05	0.027440	0
325.00	0.10000	1.0367	0.96461	240.77	337.23	6.9290	0.74368	1.0416	367.57	1.7664	1.9029e-05	0.027505	0
326.00	0.10000	1.0335	0.96758	241.52	338.27	6.9322	0.74371	1.0416	368.13	1.7536	1.9073e-05	0.027569	0
327.00	0.10000	1.0303	0.97055	242.26	339.32	6.9354	0.74374	1.0417	368.69	1.7409	1.9118e-05	0.027634	0
328.00	0.10000	1.0272	0.97353	243.00	340.36	6.9386	0.74377	1.0417	369.25	1.7283	1.9162e-05	0.027699	0
329.00	0.10000	1.0241	0.97650	243.75	341.40	6.9418	0.74380	1.0417	369.82	1.7157	1.9206e-05	0.027764	0
330.00	0.10000	1.0210	0.97948	244.49	342.44	6.9449	0.74382	1.0417	370.38	1.7033	1.9251e-05	0.027828	0
331.00	0.10000	1.0179	0.98245	245.24	343.48	6.9481	0.74385	1.0417	370.93	1.6909	1.9295e-05	0.027893	0
332.00	0.10000	1.0148	0.98542	245.98	344.52	6.9512	0.74388	1.0418	371.49	1.6786	1.9339e-05	0.027957	0
333.00	0.10000	1.0117	0.98840	246.73	345.57	6.9543	0.74391	1.0418	372.05	1.6665	1.9383e-05	0.028022	0
334.00	0.10000	1.0087	0.99137	247.47	346.61	6.9575	0.74395	1.0418	372.61	1.6544	1.9427e-05	0.028086	0
335.00	0.10000	1.0057	0.99434	248.22	347.65	6.9606	0.74398	1.0418	373.16	1.6423	1.9471e-05	0.028150	0
336.00	0.10000	1.0027	0.99732	248.96	348.69	6.9637	0.74401	1.0419	373.72	1.6304	1.9515e-05	0.028214	0
337.00	0.10000	0.99971	1.0003	249.70	349.73	6.9668	0.74404	1.0419	374.27	1.6186	1.9559e-05	0.028279	0
338.00	0.10000	0.99675	1.0033	250.45	350.78	6.9699	0.74408	1.0419	374.82	1.6068	1.9603e-05	0.028343	0
339.00	0.10000	0.99380	1.0062	251.19	351.82	6.9729	0.74411	1.0419	375.38	1.5951	1.9646e-05	0.028407	0
340.00	0.10000	0.99088	1.0092	251.94	352.86	6.9760	0.74415	1.0420	375.93	1.5835	1.9690e-05	0.028471	0
341.00	0.10000	0.98797	1.0122	252.68	353.90	6.9791	0.74418	1.0420	376.48	1.5720	1.9734e-05	0.028534	0
342.00	0.10000	0.98507	1.0152	253.43	354.94	6.9821	0.74422	1.0420	377.03	1.5605	1.9777e-05	0.028598	0
343.00	0.10000	0.98220	1.0181	254.17	355.99	6.9852	0.74425	1.0421	377.58	1.5492	1.9821e-05	0.028662	0
344.00	0.10000	0.97934	1.0211	254.92	357.03	6.9882	0.74429	1.0421	378.12	1.5379	1.9864e-05	0.028726	0
345.00	0.10000	0.97649	1.0241	255.66	358.07	6.9912	0.74433	1.0421	378.67	1.5267	1.9908e-05	0.028789	0
346.00	0.10000	0.97367	1.0270	256.41	359.11	6.9942	0.74437	1.0421	379.22	1.5155	1.9951e-05	0.028853	0
347.00	0.10000	0.97086	1.0300	257.15	360.15	6.9973	0.74441	1.0422	379.76	1.5045	1.9994e-05	0.028916	0
348.00	0.10000	0.96806	1.0330	257.90	361.20	7.0003	0.74445	1.0422	380.31	1.4935	2.0038e-05	0.028980	0
349.00	0.10000	0.96528	1.0360	258.64	362.24	7.0032	0.74449	1.0422	380.85	1.4826	2.0081e-05	0.029043	0
350.00	0.10000	0.96252	1.0389	259.39	363.28	7.0062	0.74453	1.0423	381.39	1.4717	2.0124e-05	0.029106	0
