Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
305.00	0.10000	0.15777	6.3384	955.58	1589.4	28.112	3.1160	5.1930	1028.0	-0.62127	2.0156e-05	0.15777	0
306.00	0.10000	0.15725	6.3592	958.70	1594.6	28.129	3.1160	5.1930	1029.7	-0.62112	2.0202e-05	0.15812	0
307.00	0.10000	0.15674	6.3799	961.81	1599.8	28.146	3.1160	5.1930	1031.4	-0.62097	2.0247e-05	0.15848	0
308.00	0.10000	0.15623	6.4007	964.93	1605.0	28.163	3.1160	5.1930	1033.0	-0.62082	2.0292e-05	0.15884	0
309.00	0.10000	0.15573	6.4215	968.04	1610.2	28.180	3.1160	5.1930	1034.7	-0.62067	2.0337e-05	0.15919	0
310.00	0.10000	0.15523	6.4422	971.16	1615.4	28.197	3.1160	5.1930	1036.4	-0.62052	2.0382e-05	0.15955	0
311.00	0.10000	0.15473	6.4630	974.28	1620.6	28.214	3.1160	5.1930	1038.1	-0.62036	2.0427e-05	0.15990	0
312.00	0.10000	0.15423	6.4838	977.39	1625.8	28.230	3.1160	5.1930	1039.7	-0.62021	2.0472e-05	0.16026	0
313.00	0.10000	0.15374	6.5046	980.51	1631.0	28.247	3.1160	5.1930	1041.4	-0.62005	2.0517e-05	0.16062	0
314.00	0.10000	0.15325	6.5253	983.62	1636.2	28.263	3.1160	5.1930	1043.0	-0.61990	2.0562e-05	0.16097	0
315.00	0.10000	0.15276	6.5461	986.74	1641.3	28.280	3.1160	5.1930	1044.7	-0.61974	2.0607e-05	0.16132	0
316.00	0.10000	0.15228	6.5669	989.86	1646.5	28.296	3.1160	5.1930	1046.4	-0.61959	2.0652e-05	0.16168	0
317.00	0.10000	0.15180	6.5876	992.97	1651.7	28.313	3.1160	5.1930	1048.0	-0.61943	2.0696e-05	0.16203	0
318.00	0.10000	0.15132	6.6084	996.09	1656.9	28.329	3.1160	5.1930	1049.7	-0.61927	2.0741e-05	0.16239	0
319.00	0.10000	0.15085	6.6292	999.20	1662.1	28.345	3.1160	5.1930	1051.3	-0.61911	2.0786e-05	0.16274	0
320.00	0.10000	0.15038	6.6499	1002.3	1667.3	28.362	3.1160	5.1930	1053.0	-0.61896	2.0831e-05	0.16309	0
321.00	0.10000	0.14991	6.6707	1005.4	1672.5	28.378	3.1160	5.1930	1054.6	-0.61880	2.0875e-05	0.16344	0
322.00	0.10000	0.14944	6.6915	1008.6	1677.7	28.394	3.1160	5.1930	1056.2	-0.61864	2.0920e-05	0.16380	0
323.00	0.10000	0.14898	6.7123	1011.7	1682.9	28.410	3.1160	5.1930	1057.9	-0.61848	2.0964e-05	0.16415	0
324.00	0.10000	0.14852	6.7330	1014.8	1688.1	28.426	3.1160	5.1930	1059.5	-0.61832	2.1009e-05	0.16450	0
325.00	0.10000	0.14806	6.7538	1017.9	1693.3	28.442	3.1160	5.1930	1061.1	-0.61816	2.1053e-05	0.16485	0
326.00	0.10000	0.14761	6.7746	1021.0	1698.5	28.458	3.1160	5.1930	1062.8	-0.61800	2.1098e-05	0.16520	0
327.00	0.10000	0.14716	6.7953	1024.1	1703.7	28.474	3.1160	5.1930	1064.4	-0.61784	2.1142e-05	0.16555	0
328.00	0.10000	0.14671	6.8161	1027.2	1708.9	28.490	3.1160	5.1930	1066.0	-0.61767	2.1187e-05	0.16590	0
329.00	0.10000	0.14627	6.8369	1030.4	1714.1	28.506	3.1160	5.1930	1067.6	-0.61751	2.1231e-05	0.16625	0
330.00	0.10000	0.14582	6.8577	1033.5	1719.2	28.522	3.1160	5.1930	1069.3	-0.61735	2.1275e-05	0.16660	0
331.00	0.10000	0.14538	6.8784	1036.6	1724.4	28.537	3.1160	5.1930	1070.9	-0.61719	2.1320e-05	0.16695	0
332.00	0.10000	0.14494	6.8992	1039.7	1729.6	28.553	3.1160	5.1930	1072.5	-0.61702	2.1364e-05	0.16730	0
333.00	0.10000	0.14451	6.9200	1042.8	1734.8	28.569	3.1160	5.1930	1074.1	-0.61686	2.1408e-05	0.16765	0
334.00	0.10000	0.14408	6.9407	1045.9	1740.0	28.584	3.1160	5.1930	1075.7	-0.61669	2.1452e-05	0.16800	0
335.00	0.10000	0.14365	6.9615	1049.1	1745.2	28.600	3.1160	5.1930	1077.3	-0.61653	2.1496e-05	0.16835	0
336.00	0.10000	0.14322	6.9823	1052.2	1750.4	28.615	3.1160	5.1930	1078.9	-0.61637	2.1540e-05	0.16869	0
337.00	0.10000	0.14279	7.0031	1055.3	1755.6	28.631	3.1160	5.1930	1080.5	-0.61620	2.1584e-05	0.16904	0
338.00	0.10000	0.14237	7.0238	1058.4	1760.8	28.646	3.1160	5.1930	1082.1	-0.61604	2.1628e-05	0.16939	0
339.00	0.10000	0.14195	7.0446	1061.5	1766.0	28.661	3.1160	5.1930	1083.7	-0.61587	2.1672e-05	0.16973	0
340.00	0.10000	0.14154	7.0654	1064.6	1771.2	28.677	3.1160	5.1930	1085.3	-0.61570	2.1716e-05	0.17008	0
341.00	0.10000	0.14112	7.0861	1067.8	1776.4	28.692	3.1160	5.1930	1086.9	-0.61554	2.1760e-05	0.17043	0
342.00	0.10000	0.14071	7.1069	1070.9	1781.6	28.707	3.1160	5.1930	1088.5	-0.61537	2.1804e-05	0.17077	0
343.00	0.10000	0.14030	7.1277	1074.0	1786.8	28.722	3.1160	5.1930	1090.1	-0.61521	2.1848e-05	0.17112	0
344.00	0.10000	0.13989	7.1485	1077.1	1791.9	28.737	3.1160	5.1930	1091.7	-0.61504	2.1892e-05	0.17146	0
345.00	0.10000	0.13949	7.1692	1080.2	1797.1	28.752	3.1160	5.1930	1093.3	-0.61487	2.1935e-05	0.17181	0
346.00	0.10000	0.13908	7.1900	1083.3	1802.3	28.767	3.1160	5.1930	1094.9	-0.61470	2.1979e-05	0.17215	0
347.00	0.10000	0.13868	7.2108	1086.4	1807.5	28.782	3.1160	5.1930	1096.4	-0.61454	2.2023e-05	0.17250	0
348.00	0.10000	0.13828	7.2315	1089.6	1812.7	28.797	3.1160	5.1930	1098.0	-0.61437	2.2066e-05	0.17284	0
349.00	0.10000	0.13789	7.2523	1092.7	1817.9	28.812	3.1160	5.1930	1099.6	-0.61420	2.2110e-05	0.17319	0
350.00	0.10000	0.13749	7.2731	1095.8	1823.1	28.827	3.1160	5.1930	1101.2	-0.61403	2.2154e-05	0.17353	0
