Temperature (K)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
299.00	0.10000	1.6079	0.62193	93.186	155.38	3.8772	0.31238	0.52153	322.13	3.6382	2.2613e-05	0.017665	0
300.00	0.10000	1.6025	0.62402	93.499	155.90	3.8789	0.31238	0.52152	322.67	3.6153	2.2676e-05	0.017714	0
301.00	0.10000	1.5972	0.62611	93.812	156.42	3.8806	0.31238	0.52151	323.21	3.5926	2.2739e-05	0.017763	0
302.00	0.10000	1.5919	0.62819	94.124	156.94	3.8824	0.31238	0.52150	323.75	3.5701	2.2802e-05	0.017812	0
303.00	0.10000	1.5866	0.63028	94.437	157.47	3.8841	0.31238	0.52149	324.28	3.5478	2.2864e-05	0.017861	0
304.00	0.10000	1.5814	0.63237	94.750	157.99	3.8858	0.31238	0.52148	324.82	3.5257	2.2927e-05	0.017910	0
305.00	0.10000	1.5762	0.63445	95.063	158.51	3.8875	0.31238	0.52148	325.35	3.5038	2.2990e-05	0.017959	0
306.00	0.10000	1.5710	0.63654	95.376	159.03	3.8892	0.31237	0.52147	325.89	3.4820	2.3052e-05	0.018008	0
307.00	0.10000	1.5659	0.63862	95.689	159.55	3.8909	0.31237	0.52146	326.42	3.4604	2.3115e-05	0.018057	0
308.00	0.10000	1.5608	0.64071	96.002	160.07	3.8926	0.31237	0.52145	326.95	3.4389	2.3177e-05	0.018105	0
309.00	0.10000	1.5557	0.64280	96.314	160.59	3.8943	0.31237	0.52144	327.49	3.4176	2.3240e-05	0.018154	0
310.00	0.10000	1.5507	0.64488	96.627	161.12	3.8960	0.31237	0.52143	328.02	3.3965	2.3302e-05	0.018203	0
311.00	0.10000	1.5457	0.64697	96.940	161.64	3.8977	0.31237	0.52142	328.55	3.3756	2.3364e-05	0.018251	0
312.00	0.10000	1.5407	0.64905	97.253	162.16	3.8994	0.31236	0.52141	329.07	3.3548	2.3426e-05	0.018300	0
313.00	0.10000	1.5358	0.65114	97.566	162.68	3.9010	0.31236	0.52141	329.60	3.3342	2.3488e-05	0.018348	0
314.00	0.10000	1.5309	0.65323	97.879	163.20	3.9027	0.31236	0.52140	330.13	3.3137	2.3550e-05	0.018396	0
315.00	0.10000	1.5260	0.65531	98.191	163.72	3.9044	0.31236	0.52139	330.66	3.2934	2.3612e-05	0.018445	0
316.00	0.10000	1.5211	0.65740	98.504	164.24	3.9060	0.31236	0.52138	331.18	3.2733	2.3674e-05	0.018493	0
317.00	0.10000	1.5163	0.65948	98.817	164.77	3.9077	0.31236	0.52137	331.71	3.2533	2.3736e-05	0.018541	0
318.00	0.10000	1.5116	0.66157	99.130	165.29	3.9093	0.31236	0.52137	332.23	3.2334	2.3797e-05	0.018589	0
319.00	0.10000	1.5068	0.66365	99.443	165.81	3.9109	0.31236	0.52136	332.75	3.2137	2.3859e-05	0.018637	0
320.00	0.10000	1.5021	0.66574	99.755	166.33	3.9126	0.31235	0.52135	333.27	3.1942	2.3921e-05	0.018685	0
321.00	0.10000	1.4974	0.66783	100.07	166.85	3.9142	0.31235	0.52134	333.79	3.1747	2.3982e-05	0.018733	0
322.00	0.10000	1.4927	0.66991	100.38	167.37	3.9158	0.31235	0.52134	334.32	3.1555	2.4043e-05	0.018781	0
323.00	0.10000	1.4881	0.67200	100.69	167.89	3.9174	0.31235	0.52133	334.83	3.1364	2.4105e-05	0.018829	0
324.00	0.10000	1.4835	0.67408	101.01	168.41	3.9190	0.31235	0.52132	335.35	3.1174	2.4166e-05	0.018877	0
325.00	0.10000	1.4789	0.67617	101.32	168.94	3.9206	0.31235	0.52131	335.87	3.0985	2.4227e-05	0.018925	0
326.00	0.10000	1.4744	0.67825	101.63	169.46	3.9223	0.31235	0.52131	336.39	3.0798	2.4288e-05	0.018972	0
327.00	0.10000	1.4699	0.68034	101.94	169.98	3.9238	0.31235	0.52130	336.90	3.0613	2.4349e-05	0.019020	0
328.00	0.10000	1.4654	0.68242	102.26	170.50	3.9254	0.31234	0.52129	337.42	3.0429	2.4410e-05	0.019068	0
329.00	0.10000	1.4609	0.68451	102.57	171.02	3.9270	0.31234	0.52128	337.93	3.0246	2.4471e-05	0.019115	0
330.00	0.10000	1.4565	0.68660	102.88	171.54	3.9286	0.31234	0.52128	338.45	3.0064	2.4532e-05	0.019162	0
331.00	0.10000	1.4521	0.68868	103.20	172.06	3.9302	0.31234	0.52127	338.96	2.9884	2.4593e-05	0.019210	0
332.00	0.10000	1.4477	0.69077	103.51	172.59	3.9318	0.31234	0.52126	339.47	2.9705	2.4654e-05	0.019257	0
333.00	0.10000	1.4433	0.69285	103.82	173.11	3.9333	0.31234	0.52126	339.99	2.9527	2.4714e-05	0.019305	0
334.00	0.10000	1.4390	0.69494	104.13	173.63	3.9349	0.31234	0.52125	340.50	2.9351	2.4775e-05	0.019352	0
335.00	0.10000	1.4347	0.69702	104.45	174.15	3.9364	0.31234	0.52124	341.01	2.9175	2.4835e-05	0.019399	0
336.00	0.10000	1.4304	0.69911	104.76	174.67	3.9380	0.31234	0.52124	341.52	2.9001	2.4896e-05	0.019446	0
337.00	0.10000	1.4261	0.70119	105.07	175.19	3.9396	0.31233	0.52123	342.02	2.8829	2.4956e-05	0.019493	0
338.00	0.10000	1.4219	0.70328	105.38	175.71	3.9411	0.31233	0.52123	342.53	2.8657	2.5016e-05	0.019540	0
339.00	0.10000	1.4177	0.70536	105.70	176.23	3.9426	0.31233	0.52122	343.04	2.8487	2.5076e-05	0.019587	0
340.00	0.10000	1.4135	0.70745	106.01	176.75	3.9442	0.31233	0.52121	343.55	2.8318	2.5137e-05	0.019634	0
341.00	0.10000	1.4094	0.70953	106.32	177.28	3.9457	0.31233	0.52121	344.05	2.8150	2.5197e-05	0.019681	0
342.00	0.10000	1.4052	0.71162	106.64	177.80	3.9472	0.31233	0.52120	344.56	2.7983	2.5257e-05	0.019728	0
343.00	0.10000	1.4011	0.71370	106.95	178.32	3.9487	0.31233	0.52119	345.06	2.7818	2.5317e-05	0.019775	0
344.00	0.10000	1.3971	0.71579	107.26	178.84	3.9503	0.31233	0.52119	345.56	2.7653	2.5376e-05	0.019821	0
345.00	0.10000	1.3930	0.71787	107.57	179.36	3.9518	0.31233	0.52118	346.06	2.7490	2.5436e-05	0.019868	0
346.00	0.10000	1.3890	0.71996	107.89	179.88	3.9533	0.31233	0.52118	346.57	2.7328	2.5496e-05	0.019915	0
347.00	0.10000	1.3850	0.72204	108.20	180.40	3.9548	0.31232	0.52117	347.07	2.7167	2.5556e-05	0.019961	0
348.00	0.10000	1.3810	0.72413	108.51	180.92	3.9563	0.31232	0.52117	347.57	2.7007	2.5615e-05	0.020008	0
349.00	0.10000	1.3770	0.72621	108.82	181.45	3.9578	0.31232	0.52116	348.07	2.6848	2.5675e-05	0.020054	0
350.00	0.10000	1.3731	0.72830	109.14	181.97	3.9593	0.31232	0.52115	348.57	2.6690	2.5734e-05	0.020100	0
